Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	NFZgenbank	PLP	astyanax	austrofundulus	cyprinodon	fundulus	gadus	kryptolebias	medaka	poecilia	spotted_gar	stickleback	takifugu	tetraodon	tilapia	xmac	zebrafish
Group_148_0	ppp5c	protein phosphatase 5 catalytic subunit%2C transcript variant X1	AAU|012873|maker-AAUscf627-pred_gff_Genewise-gene-0_26-mRNA-1	CTO|002239|CTOv12scf743-frag-merged-region0-clust0-mRNA-1	NOR|003400|maker-NORv12scf521-augustus-gene-0_333-mRNA-5	NFZgenbank|006425|rna11887	PLP|008441|maker-PLPv12scf169-pred_gff_Genewise-gene-0_354-mRNA-1	astyanax|001706|ENSAMXP00000001841_1	austrofundulus|016040|XM_014025160_1	cyprinodon|021262|XM_015403491_1	fundulus|017244|XM_012872481_2	gadus|017899|ENSGMOP00000019779_1	kryptolebias|018157|XM_017437163_2	medaka|001165|ENSORLP00000001596_1	poecilia|010991|ENSPFOP00000015877_2	spotted_gar|014796|ENSLOCP00000018258_1	stickleback|012262|ENSGACP00000016905_1	takifugu|015878|ENSTRUP00000040968_1	tetraodon|003997|ENSTNIP00000022198_1	tilapia|005874|ENSONIP00000007403_1	xmac|006025|ENSXMAP00000006070_1	zebrafish|023967|ENSDARP00000092872_2
Group_148_19	ppp2cb	protein phosphatase 2 catalytic subunit beta	AAU|003249|maker-AAUscf105-pred_gff_Genewise-gene-0_448-mRNA-1	CTO|024928|maker-CTOv12scf505-pred_gff_Genewise-gene-0_49-mRNA-1	NOR|002828|maker-NORv12scf34626-pred_gff_Genewise-gene-0_224-mRNA-1	NFZgenbank|011541|rna21407	PLP|002318|maker-PLPv12scf66-pred_gff_Genewise-gene-0_168-mRNA-1	astyanax|010009|ENSAMXP00000010275_1	austrofundulus|022668|XM_013999996_1	cyprinodon|004836|XM_015374583_1	fundulus|007157|XM_012856617_2	gadus|003179|ENSGMOP00000003468_1	kryptolebias|016045|XM_017433135_2	medaka|018660|ENSORLP00000024522_1	poecilia|004811|ENSPFOP00000015934_1	spotted_gar|010748|ENSLOCP00000013203_1	stickleback|001026|ENSGACP00000001380_1	takifugu|011057|ENSTRUP00000028194_1	tetraodon|011024|ENSTNIP00000022064_1	tilapia|001760|ENSONIP00000002206_1	xmac|015075|ENSXMAP00000015128_1	zebrafish|022151|ENSDARP00000140225_1
Group_1490_0	rufy2	RUN and FYVE domain containing 2%2C transcript variant X1	AAU|006972|maker-AAUscf51-pred_gff_Genewise-gene-1_21-mRNA-1	CTO|003964|maker-CTOv12scf566-pred_gff_Genewise-gene-0_83-mRNA-1	NOR|027331|maker-NORv12scf34474-augustus-gene-0_26-mRNA-4	NFZgenbank|007889|rna14536	PLP|020392|maker-PLPv12scf35-pred_gff_Genewise-gene-0_81-mRNA-1	astyanax|021250|ENSAMXP00000022013_1	austrofundulus|002566|XM_014001839_1	cyprinodon|011366|XM_015386470_1	fundulus|022290|XM_012880989_2	gadus|012066|ENSGMOP00000013294_1	kryptolebias|008770|XM_017418728_2	medaka|014701|ENSORLP00000013229_1	poecilia|018455|ENSPFOP00000022035_1	spotted_gar|009219|ENSLOCP00000011268_1	stickleback|015724|ENSGACP00000021273_1	takifugu|005673|ENSTRUP00000013939_1	tetraodon|004676|ENSTNIP00000016789_1	tilapia|017024|ENSONIP00000021494_1	xmac|014796|ENSXMAP00000014885_1	zebrafish|016512|ENSDARP00000083566_4
Group_1492_1	mccc2	methylcrotonoyl-CoA carboxylase 2%2C transcript variant X1	AAU|029252|SplitChimeric_1_evm-AAUscf7-processed-gene-3_3-mRNA-1	CTO|021851|maker-CTOv12scf50-augustus-gene-2_153-mRNA-1	NOR|026610|evm-NORv12scf500-processed-gene-0_29-mRNA-1	NFZgenbank|018255|rna33840	PLP|022876|maker-PLPv12scf89-pred_gff_Genewise-gene-1_159-mRNA-1	astyanax|013897|ENSAMXP00000014311_1	austrofundulus|018448|XM_014028842_1	cyprinodon|005402|XM_015375580_1	fundulus|013270|XM_012865641_1	gadus|014277|ENSGMOP00000015723_1	kryptolebias|005562|XM_017412237_2	medaka|001481|ENSORLP00000002037_1	poecilia|021614|ENSPFOP00000010971_1	spotted_gar|011323|ENSLOCP00000013955_1	stickleback|004652|ENSGACP00000006446_1	takifugu|001595|ENSTRUP00000003727_1	tetraodon|004606|ENSTNIP00000019045_1	tilapia|016971|ENSONIP00000021424_1	xmac|002847|ENSXMAP00000002871_1	zebrafish|009808|ENSDARP00000023819_8
Group_1492_2	pccb	propionyl-CoA carboxylase beta subunit	AAU|026529|maker-AAUscf124-pred_gff_Genewise-gene-0_58-mRNA-1	CTO|012309|maker-CTOv12scf71-pred_gff_Genewise-gene-1_348-mRNA-1	NOR|019381|maker-NORv12scf100-augustus-gene-0_62-mRNA-4	NFZgenbank|016377|rna30375	PLP|008089|maker-PLPv12scf42-pred_gff_Genewise-gene-1_333-mRNA-1	astyanax|006365|ENSAMXP00000006530_1	austrofundulus|012733|XM_014019811_1	cyprinodon|005240|XM_015375249_1	fundulus|019208|XM_012875740_2	gadus|012568|ENSGMOP00000013839_1	kryptolebias|017814|XM_017436427_2	medaka|011105|ENSORLP00000014887_1	poecilia|014453|ENSPFOP00000012742_2	spotted_gar|007539|ENSLOCP00000009163_1	stickleback|010420|ENSGACP00000014404_1	takifugu|013319|ENSTRUP00000034281_1	tetraodon|008184|ENSTNIP00000009450_1	tilapia|000798|ENSONIP00000001014_1	xmac|009198|ENSXMAP00000009259_1	zebrafish|003161|ENSDARP00000090113_3
Group_1493_2	reep1	receptor accessory protein 1%2C transcript variant X1	AAU|003790|maker-AAUscf3-pred_gff_Genewise-gene-1_38-mRNA-1	CTO|027030|maker-CTOv12scf28-augustus-gene-1_167-mRNA-1	NOR|015081|maker-NORv12scf34610-augustus-gene-0_84-mRNA-7	NFZgenbank|016617|rna30814	PLP|010681|maker-PLPv12scf251-pred_gff_Genewise-gene-0_95-mRNA-1	astyanax|001780|ENSAMXP00000001813_1	austrofundulus|000929|XM_014013684_1	cyprinodon|017411|XM_015397126_1	fundulus|012612|XM_021317512_1	gadus|010300|ENSGMOP00000011358_1	kryptolebias|000620|XM_017418615_2	medaka|015098|ENSORLP00000019932_1	poecilia|017421|ENSPFOP00000001029_2	spotted_gar|010812|ENSLOCP00000013287_1	stickleback|007909|ENSGACP00000010920_1	takifugu|008280|ENSTRUP00000020950_1	tetraodon|005131|ENSTNIP00000004379_1	tilapia|020111|ENSONIP00000025364_1	xmac|013534|ENSXMAP00000013575_1	zebrafish|018712|ENSDARP00000023771_7
Group_1494_2	efr3a	EFR3 homolog A%2C transcript variant X1	AAU|015015|evm-AAUscf233-processed-gene-0_111-mRNA-1	CTO|016204|evm-CTOv12scf10-processed-gene-2_65-mRNA-1	NOR|020847|maker-NORv12scf388-augustus-gene-0_90-mRNA-3	NFZgenbank|009377|rna17269	PLP|016789|maker-PLPv12scf48-pred_gff_Genewise-gene-2_114-mRNA-1	astyanax|009584|ENSAMXP00000009862_1	austrofundulus|014081|XM_014022028_1	cyprinodon|006866|XM_015378337_1	fundulus|004456|XM_021310659_1	gadus|018995|ENSGMOP00000020985_1	kryptolebias|019222|XM_025002234_1	medaka|012386|ENSORLP00000008163_2	poecilia|004905|ENSPFOP00000002447_2	spotted_gar|012642|ENSLOCP00000015604_1	stickleback|015409|ENSGACP00000020865_1	takifugu|003086|ENSTRUP00000007337_1	tetraodon|001685|ENSTNIP00000005010_1	tilapia|012367|ENSONIP00000015597_1	xmac|011001|ENSXMAP00000011062_1	zebrafish|002356|ENSDARP00000135211_1
Group_1498_0	slc38a7	solute carrier family 38 member 7	AAU|007607|maker-AAUscf24-pred_gff_Genewise-gene-1_124-mRNA-1	CTO|030375|CTOv12scf43	NOR|018400|maker-NORv12scf34736-augustus-gene-0_161-mRNA-1	NFZgenbank|007832|rna14447	PLP|020502|maker-PLPv12scf35-augustus-gene-3_104-mRNA-1	astyanax|003059|ENSAMXP00000003133_1	austrofundulus|001758|XM_014028183_1	cyprinodon|022390|XM_015405188_1	fundulus|005005|XM_021311091_1	gadus|003005|ENSGMOP00000003277_1	kryptolebias|002150|XM_017441851_2	medaka|008380|ENSORLP00000011297_1	poecilia|021536|ENSPFOP00000018313_2	spotted_gar|006401|ENSLOCP00000007744_1	stickleback|015494|ENSGACP00000020979_1	takifugu|017873|ENSTRUP00000046181_1	tetraodon|005794|ENSTNIP00000012167_1	tilapia|005709|ENSONIP00000007201_1	xmac|010509|ENSXMAP00000010560_1	zebrafish|010651|ENSDARP00000026295_6
Group_1499_0	zgc:103482	zgc:103482 [Source:ZFIN%3BAcc:ZDB-GENE-041010-115]	AAU|011017|evm-AAUscf199-processed-gene-0_160-mRNA-1	CTO|001789|CTOv12scf50-frag-merged-region2-clust0-mRNA-1	NOR|008331|maker-NORv12scf34753-pred_gff_Genewise-gene-3_138-mRNA-1	NFZgenbank|018126|rna33638	PLP|001758|PLPv12scf67-frag-merged-region19-clust0-mRNA-1	astyanax|000297|ENSAMXP00000000304_1	austrofundulus|003016|XM_014002658_1	cyprinodon|006229|XM_015377122_1	fundulus|015807|XM_012870038_2	gadus|007388|ENSGMOP00000008158_1	kryptolebias|005424|XM_017412288_2	medaka|003605|ENSORLP00000004905_1	poecilia|017328|ENSPFOP00000007892_2	spotted_gar|009179|ENSLOCP00000011222_1	stickleback|006438|ENSGACP00000008904_1	takifugu|015137|ENSTRUP00000039036_1	tetraodon|008336|ENSTNIP00000019780_1	tilapia|015187|ENSONIP00000019137_1	xmac|015961|ENSXMAP00000016018_1	zebrafish|023260|ENSDARP00000007173_7
Group_1499_1	serbp1b	SERPINE1 mRNA binding protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-031118-196]	AAU|008290|maker-AAUscf224-augustus-gene-0_205-mRNA-1	CTO|011513|maker-CTOv12scf111-pred_gff_Genewise-gene-0_22-mRNA-1	NOR|030236|SplitChimeric_1_evm-NORv12scf544-processed-gene-0_8-mRNA-1	NFZgenbank|010165|rna18825	PLP|019531|evm-PLPv12scf345-processed-gene-0_0-mRNA-1	astyanax|019627|ENSAMXP00000020209_1	austrofundulus|015048|XM_014023583_1	cyprinodon|003108|XM_015371377_1	fundulus|010589|XM_012861009_2	gadus|011427|ENSGMOP00000012577_1	kryptolebias|009484|XM_017420219_2	medaka|010038|ENSORLP00000013523_1	poecilia|009526|ENSPFOP00000007764_2	spotted_gar|007097|ENSLOCP00000008606_1	stickleback|015752|ENSGACP00000021302_1	takifugu|011121|ENSTRUP00000028368_1	tetraodon|005265|ENSTNIP00000009737_1	tilapia|018575|ENSONIP00000023408_1	xmac|012510|ENSXMAP00000012546_1	zebrafish|000781|ENSDARP00000109449_2
Group_14_0	ftr83	finTRIM family%2C member 83 [Source:ZFIN%3BAcc:ZDB-GENE-031002-11]	AAU|008787|evm-AAUscf29-processed-gene-1_251-mRNA-1	CTO|003090|maker-CTOv12scf168-pred_gff_Genewise-gene-0_321-mRNA-1	NOR|030880|SplitChimeric_1_evm-NORv12scf34644-processed-gene-0_210-mRNA-1	NFZgenbank|012271|rna22715	PLP|016530|maker-PLPv12scf181-pred_gff_Genewise-gene-0_13-mRNA-1	astyanax|003613|ENSAMXP00000003702_1	austrofundulus|005290|XM_014006834_1	cyprinodon|017075|XM_015396564_1	fundulus|013004|XM_012865204_1	gadus|017599|ENSGMOP00000019446_1	kryptolebias|005736|XM_017412695_2	medaka|011298|ENSORLP00000015126_1	poecilia|014385|ENSPFOP00000012301_2	spotted_gar|002441|ENSLOCP00000002878_1	stickleback|020028|ENSGACP00000026711_1	takifugu|004473|ENSTRUP00000010765_1	tetraodon|002300|ENSTNIP00000011410_1	tilapia|017498|ENSONIP00000022089_1	xmac|005925|ENSXMAP00000005953_1	zebrafish|020062|ENSDARP00000089011_3
Group_14_17	ftr86	finTRIM family%2C member 86 [Source:ZFIN%3BAcc:ZDB-GENE-060929-108]	AAU|008384|maker-AAUscf588-pred_gff_Genewise-gene-0_49-mRNA-1	CTO|002891|evm-CTOv12scf863-processed-gene-0_6-mRNA-1	NOR|019708|maker-NORv12scf363-pred_gff_Genewise-gene-0_31-mRNA-1	NFZgenbank|020342|rna37556	PLP|009061|evm-PLPv12scf94-processed-gene-1_129-mRNA-1	astyanax|010172|ENSAMXP00000010454_1	austrofundulus|016629|XM_014026024_1	cyprinodon|001993|XM_015401875_1	fundulus|017353|XM_021321536_1	gadus|003848|ENSGMOP00000004221_1	kryptolebias|014832|XM_017430615_2	medaka|014881|ENSORLP00000019660_1	poecilia|014204|ENSPFOP00000008010_2	spotted_gar|006616|ENSLOCP00000008007_1	stickleback|005708|ENSGACP00000007894_1	takifugu|007930|ENSTRUP00000019949_1	tetraodon|006128|ENSTNIP00000003461_1	tilapia|016650|ENSONIP00000020999_1	xmac|002833|ENSXMAP00000002848_1	zebrafish|008826|ENSDARP00000093051_3
Group_1501_1	xylt1	xylosyltransferase I	AAU|020406|maker-AAUscf313-pred_gff_Genewise-gene-0_110-mRNA-1	CTO|002247|CTOv12scf75-frag-merged-region21-clust0-mRNA-1	NOR|006483|evm-NORv12scf34552-processed-gene-0_195-mRNA-1	NFZgenbank|001744|rna3248	PLP|000236|PLPv12scf12-frag-merged-region125-clust0-mRNA-1	astyanax|002609|ENSAMXP00000002692_1	austrofundulus|020661|XM_014032435_1	cyprinodon|008698|XM_015381658_1	fundulus|015860|XM_012870222_2	gadus|016082|ENSGMOP00000017725_1	kryptolebias|007866|XM_017416903_2	medaka|012548|ENSORLP00000016717_1	poecilia|004100|ENSPFOP00000009717_2	spotted_gar|006988|ENSLOCP00000008483_1	stickleback|018956|ENSGACP00000025367_1	takifugu|011918|ENSTRUP00000030456_1	tetraodon|006720|ENSTNIP00000015033_1	tilapia|018840|ENSONIP00000023750_1	xmac|004875|ENSXMAP00000004903_1	zebrafish|008927|ENSDARP00000081552_4
Group_1502_1	trib1	tribbles pseudokinase 1 [Source:ZFIN%3BAcc:ZDB-GENE-091207-4]	AAU|010169|augustus_masked-AAUscf31-processed-gene-0_87-mRNA-1	CTO|026874|maker-CTOv12scf58-augustus-gene-1_428-mRNA-1	NOR|021849|evm-NORv12scf150-processed-gene-1_162-mRNA-1	NFZgenbank|018596|rna34436	PLP|007086|maker-PLPv12scf30-augustus-gene-3_137-mRNA-1	astyanax|011441|ENSAMXP00000011751_1	austrofundulus|004735|XM_014005793_1	cyprinodon|011604|XM_015386980_1	fundulus|014963|XM_012868656_2	gadus|004284|ENSGMOP00000004691_1	kryptolebias|001098|XM_017426728_2	medaka|011544|ENSORLP00000015436_1	poecilia|013606|ENSPFOP00000011798_1	spotted_gar|010008|ENSLOCP00000012260_1	stickleback|004891|ENSGACP00000006748_1	takifugu|005050|ENSTRUP00000012249_1	tetraodon|000979|ENSTNIP00000012052_1	tilapia|002450|ENSONIP00000003067_1	xmac|003309|ENSXMAP00000003325_1	zebrafish|001562|ENSDARP00000101435_3
Group_1502_2	trib2	tribbles pseudokinase 2%2C transcript variant X1	AAU|024832|maker-AAUscf60-pred_gff_Genewise-gene-1_42-mRNA-1	CTO|013554|maker-CTOv12scf55-augustus-gene-2_112-mRNA-1	NOR|008104|evm-NORv12scf34752-processed-gene-1_99-mRNA-1	NFZgenbank|005013|rna9349	PLP|003366|maker-PLPv12scf39-pred_gff_Genewise-gene-0_85-mRNA-1	astyanax|017192|ENSAMXP00000017694_1	austrofundulus|021619|XM_014033916_1	cyprinodon|001576|XM_015394866_1	fundulus|013823|XM_012866696_2	gadus|010248|ENSGMOP00000011296_1	kryptolebias|003956|XM_017409082_1	medaka|009333|ENSORLP00000012572_1	poecilia|014029|ENSPFOP00000002216_2	spotted_gar|016434|ENSLOCP00000020342_1	stickleback|011922|ENSGACP00000016406_1	takifugu|005931|ENSTRUP00000014596_1	tetraodon|007153|ENSTNIP00000013639_1	tilapia|000992|ENSONIP00000001257_1	xmac|003496|ENSXMAP00000003506_1	zebrafish|025180|ENSDARP00000089195_3
Group_1503_0	cbfa2t3	CBFA2/RUNX1 translocation partner 3 [Source:HGNC Symbol%3BAcc:HGNC:1537]	AAU|001151|AAUscf38-frag-merged-region4-clust0-mRNA-1	CTO|026430|evm-CTOv12scf148-processed-gene-0_19-mRNA-1	NOR|007766|evm-NORv12scf64-processed-gene-0_17-mRNA-1	NFZgenbank|007513|rna13876	PLP|015688|evm-PLPv12scf50-processed-gene-2_169-mRNA-1	astyanax|010859|ENSAMXP00000011152_1	austrofundulus|003264|XM_014003070_1	cyprinodon|001046|XM_015384655_1	fundulus|003252|XM_012850783_2	gadus|001429|ENSGMOP00000001560_1	kryptolebias|002007|XM_017442039_2	medaka|017149|ENSORLP00000007021_2	poecilia|014582|ENSPFOP00000006891_2	spotted_gar|004659|ENSLOCP00000005589_1	stickleback|014997|ENSGACP00000020360_1	takifugu|017104|ENSTRUP00000044199_1	tetraodon|007946|ENSTNIP00000012285_1	tilapia|003044|ENSONIP00000003813_1	xmac|018793|ENSXMAP00000018894_1	zebrafish|001689|ENSDARP00000009143_8
Group_1503_1	runx1t1	runt related transcription factor 1%3B translocated to%2C 1 (cyclin D related)%2C transcript variant X1	AAU|005588|augustus_masked-AAUscf146-processed-gene-0_77-mRNA-1	CTO|026918|evm-CTOv12scf58-processed-gene-1_384-mRNA-1	NOR|016512|maker-NORv12scf10-pred_gff_Genewise-gene-0_105-mRNA-1	NFZgenbank|018617|rna34468	PLP|007121|maker-PLPv12scf30-pred_gff_Genewise-gene-3_36-mRNA-1	astyanax|011474|ENSAMXP00000011786_1	austrofundulus|004733|XM_014005789_1	cyprinodon|018828|XM_015399465_1	fundulus|014960|XM_012868663_2	gadus|002834|ENSGMOP00000003086_1	kryptolebias|001095|XM_017424834_2	medaka|016764|ENSORLP00000015412_2	poecilia|013362|ENSPFOP00000011670_2	spotted_gar|010137|ENSLOCP00000012439_1	stickleback|004852|ENSGACP00000006703_1	takifugu|001782|ENSTRUP00000004167_1	tetraodon|000983|ENSTNIP00000012054_1	tilapia|002433|ENSONIP00000003047_1	xmac|003293|ENSXMAP00000003317_1	zebrafish|022479|ENSDARP00000139489_1
Group_1503_2	cbfa2t2	core-binding factor%2C runt domain%2C alpha subunit 2%3B translocated to%2C 2%2C transcript variant X3	AAU|026966|maker-AAUscf59-pred_gff_Genewise-gene-0_140-mRNA-1	CTO|004442|evm-CTOv12scf2-processed-gene-5_138-mRNA-1	NOR|027742|evm-NORv12scf34760-processed-gene-2_6-mRNA-1	NFZgenbank|010940|rna20274	PLP|005647|maker-PLPv12scf3-pred_gff_Genewise-gene-5_116-mRNA-1	astyanax|000928|ENSAMXP00000000951_1	austrofundulus|006262|XM_014008605_1	cyprinodon|010038|XM_015384152_1	fundulus|019710|XM_012876632_2	gadus|000745|ENSGMOP00000000783_1	kryptolebias|003743|XM_017408930_2	medaka|005552|ENSORLP00000007572_1	poecilia|019873|ENSPFOP00000002907_2	spotted_gar|000812|ENSLOCP00000000936_1	stickleback|005816|ENSGACP00000008035_1	takifugu|011934|ENSTRUP00000030486_1	tetraodon|005057|ENSTNIP00000017875_1	tilapia|006788|ENSONIP00000008575_1	xmac|013397|ENSXMAP00000013454_1	zebrafish|004526|ENSDARP00000135617_1
Group_1505_1	adck3	aarF domain containing kinase 3	AAU|010874|maker-AAUscf264-pred_gff_Genewise-gene-0_121-mRNA-1	CTO|024622|evm-CTOv12scf130-processed-gene-0_27-mRNA-1	NOR|030691|SplitChimeric_865_augustus_masked-NORv12scf296-processed-gene-1_209-mRNA-1	NFZgenbank|004956|rna9244	PLP|006075|evm-PLPv12scf200-processed-gene-0_106-mRNA-1	astyanax|015383|ENSAMXP00000015873_1	austrofundulus|008219|XM_014011902_1	cyprinodon|015560|XM_015393946_1	fundulus|021092|XM_012879038_2	gadus|006224|ENSGMOP00000006832_1	kryptolebias|003888|XM_017409197_2	medaka|016329|ENSORLP00000021445_1	poecilia|006604|ENSPFOP00000011165_2	spotted_gar|016744|ENSLOCP00000020742_1	stickleback|012631|ENSGACP00000017388_1	takifugu|014051|ENSTRUP00000036264_1	tetraodon|006402|ENSTNIP00000013880_1	tilapia|000696|ENSONIP00000000878_1	xmac|007039|ENSXMAP00000007092_1	zebrafish|000410|ENSDARP00000024635_5
Group_1506_2	wee1	WEE1 G2 checkpoint kinase	AAU|028831|SplitChimeric_1_augustus_masked-AAUscf990-processed-gene-0_15-mRNA-1	CTO|027857|maker-CTOv12scf231-pred_gff_Genewise-gene-0_124-mRNA-1	NOR|020253|evm-NORv12scf34728-processed-gene-1_20-mRNA-1	NFZgenbank|013401|rna24845	PLP|024118|SplitChimeric_628_evm-PLPv12scf42-processed-gene-2_273-mRNA-1	astyanax|003848|ENSAMXP00000003930_1	austrofundulus|016199|XM_014025370_1	cyprinodon|017502|XM_015397268_1	fundulus|011392|XM_012862515_2	gadus|001808|ENSGMOP00000001991_1	kryptolebias|014647|XM_017430211_2	medaka|000989|ENSORLP00000001371_1	poecilia|010687|ENSPFOP00000009241_1	spotted_gar|003644|ENSLOCP00000004339_1	stickleback|009367|ENSGACP00000012896_1	takifugu|009548|ENSTRUP00000024230_1	tetraodon|012107|ENSTNIP00000016740_1	tilapia|015502|ENSONIP00000019529_1	xmac|012749|ENSXMAP00000012822_1	zebrafish|018757|ENSDARP00000105540_2
Group_150_15	adcy1b	adenylate cyclase 1b [Source:ZFIN%3BAcc:ZDB-GENE-100805-1]	AAU|003593|maker-AAUscf412-augustus-gene-0_28-mRNA-1	CTO|006564|evm-CTOv12scf63-processed-gene-0_119-mRNA-1	NOR|030190|SplitChimeric_341_evm-NORv12scf34607-processed-gene-0_63-mRNA-1	NFZgenbank|009709|rna17930	PLP|000724|PLPv12scf21-frag-merged-region94-clust0-mRNA-1	astyanax|009123|ENSAMXP00000009386_1	austrofundulus|001900|XM_014030414_1	cyprinodon|011585|XM_015386890_1	fundulus|001839|XM_021323018_1	gadus|017862|ENSGMOP00000019755_1	kryptolebias|010698|XM_017422566_2	medaka|016360|ENSORLP00000021485_1	poecilia|006945|ENSPFOP00000000338_2	spotted_gar|013062|ENSLOCP00000016136_1	stickleback|012558|ENSGACP00000017294_1	takifugu|012407|ENSTRUP00000031724_1	tetraodon|000372|ENSTNIP00000005794_1	tilapia|009647|ENSONIP00000012133_1	xmac|016873|ENSXMAP00000016963_1	zebrafish|024200|ENSDARP00000107181_1
Group_1513_1	scaf8	SR-related CTD associated factor 8	AAU|029162|SplitChimeric_982_evm-AAUscf92-processed-gene-0_168-mRNA-1	CTO|029088|SplitChimeric_969_evm-CTOv12scf90-processed-gene-1_22-mRNA-1	NOR|031524|SplitChimeric_1014_evm-NORv12scf13-processed-gene-1_112-mRNA-1	NFZgenbank|016806|rna31172	PLP|024897|SplitChimeric_1179_evm-PLPv12scf26-processed-gene-1_206-mRNA-1	astyanax|018375|ENSAMXP00000018929_1	austrofundulus|000756|XM_014010673_1	cyprinodon|001685|XM_015396627_1	fundulus|011170|XM_012862043_2	gadus|018314|ENSGMOP00000020220_1	kryptolebias|000417|XM_017414055_2	medaka|016556|ENSORLP00000021709_1	poecilia|000277|ENSPFOP00000004320_2	spotted_gar|016820|ENSLOCP00000020837_1	stickleback|017472|ENSGACP00000009170_2	takifugu|009146|ENSTRUP00000023239_1	tetraodon|003089|ENSTNIP00000020002_1	tilapia|008109|ENSONIP00000010226_1	xmac|019163|ENSXMAP00000019247_1	zebrafish|002619|ENSDARP00000138339_1
Group_1516_0	hip1	huntingtin interacting protein 1%2C transcript variant X1	AAU|021142|evm-AAUscf228-processed-gene-0_66-mRNA-1	CTO|021674|maker-CTOv12scf56-augustus-gene-1_76-mRNA-1	NOR|003094|evm-NORv12scf34153-processed-gene-0_6-mRNA-1	NFZgenbank|007050|rna12988	PLP|000467|PLPv12scf160-frag-merged-region5-clust0-mRNA-1	astyanax|017829|ENSAMXP00000018365_1	austrofundulus|011786|XM_014018162_1	cyprinodon|020789|XM_015402671_1	fundulus|009167|XM_021314728_1	gadus|016269|ENSGMOP00000017970_1	kryptolebias|011395|XM_017423983_2	medaka|010729|ENSORLP00000014432_1	poecilia|007603|ENSPFOP00000011180_2	spotted_gar|001150|ENSLOCP00000001338_1	stickleback|007322|ENSGACP00000010157_1	takifugu|005480|ENSTRUP00000013338_1	tetraodon|015591|ENSTNIP00000017196_1	tilapia|005685|ENSONIP00000007170_1	xmac|010907|ENSXMAP00000010974_1	zebrafish|011949|ENSDARP00000013812_9
Group_1517_1	cyb561	cytochrome b561 [Source:ZFIN%3BAcc:ZDB-GENE-070713-3]	AAU|003911|maker-AAUscf3-pred_gff_Genewise-gene-4_38-mRNA-1	CTO|024054|maker-CTOv12scf315-augustus-gene-0_45-mRNA-1	NOR|013769|maker-NORv12scf147-pred_gff_Genewise-gene-0_69-mRNA-1	NFZgenbank|016150|rna29947	PLP|004769|maker-PLPv12scf18-pred_gff_Genewise-gene-1_45-mRNA-1	astyanax|000410|ENSAMXP00000000411_1	austrofundulus|012500|XM_014019410_1	cyprinodon|016216|XM_015395012_1	fundulus|000994|XM_012861074_2	gadus|007067|ENSGMOP00000007782_1	kryptolebias|017988|XM_017436783_2	medaka|016157|ENSORLP00000021224_1	poecilia|011819|ENSPFOP00000016961_1	spotted_gar|012309|ENSLOCP00000015190_1	stickleback|005037|ENSGACP00000006965_1	takifugu|011698|ENSTRUP00000029842_1	tetraodon|013551|ENSTNIP00000017009_1	tilapia|006335|ENSONIP00000007993_1	xmac|017376|ENSXMAP00000017440_1	zebrafish|020147|ENSDARP00000055658_4
Group_1518_0	tp63	tumor protein p63%2C transcript variant X2	AAU|007228|maker-AAUscf64-pred_gff_Genewise-gene-0_119-mRNA-1	CTO|011811|evm-CTOv12scf175-processed-gene-0_19-mRNA-1	NOR|023548|maker-NORv12scf34568-pred_gff_Genewise-gene-0_152-mRNA-1	NFZgenbank|020265|rna37440	PLP|018668|evm-PLPv12scf34-processed-gene-1_8-mRNA-1	astyanax|004843|ENSAMXP00000004961_1	austrofundulus|014711|XM_014023050_1	cyprinodon|008324|XM_015380971_1	fundulus|010718|XM_021315710_1	gadus|000389|ENSGMOP00000000401_1	kryptolebias|011165|XM_017423519_2	medaka|014847|ENSORLP00000019616_1	poecilia|001541|ENSPFOP00000001124_2	spotted_gar|005140|ENSLOCP00000006202_1	stickleback|013132|ENSGACP00000018012_1	takifugu|003372|ENSTRUP00000008025_1	tetraodon|010833|ENSTNIP00000016776_1	tilapia|019303|ENSONIP00000024326_1	xmac|016400|ENSXMAP00000016461_1	zebrafish|025321|ENSDARP00000108362_2
Group_1518_1	tp73	tumor protein p73	AAU|026838|augustus_masked-AAUscf471-processed-gene-0_54-mRNA-1	CTO|005947|maker-CTOv12scf215-pred_gff_Genewise-gene-0_193-mRNA-1	NOR|029147|maker-NORv12scf329-augustus-gene-0_1-mRNA-3	NFZgenbank|015283|rna28340	PLP|023309|evm-PLPv12scf167-processed-gene-0_246-mRNA-1	astyanax|013958|ENSAMXP00000014358_1	austrofundulus|002455|XM_014001648_1	cyprinodon|006540|XM_015377793_1	fundulus|000486|XM_021311184_1	gadus|015121|ENSGMOP00000016675_1	kryptolebias|008211|XM_017417764_2	medaka|004048|ENSORLP00000005521_1	poecilia|014915|ENSPFOP00000010896_2	spotted_gar|005247|ENSLOCP00000006343_1	stickleback|006270|ENSGACP00000008676_1	takifugu|014794|ENSTRUP00000038165_1	tetraodon|003671|ENSTNIP00000014938_1	tilapia|002104|ENSONIP00000002627_1	xmac|017335|ENSXMAP00000017403_1	zebrafish|011531|ENSDARP00000109684_2
