OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end
Group_2692_0	006663	jazf1b	JAZF zinc finger 1b [Source:ZFIN%3BAcc:ZDB-GENE-041212-56]	chrLG6	696778	726487
Group_4054_0	006664	cpvl	carboxypeptidase%2C vitellogenic like	chrLG6	778597	786551
Group_328_2	006665	fkbp14	FK506 binding protein 14	chrLG6	841897	843098
Group_4754_0	006667	hacl1	2-hydroxyacyl-CoA lyase 1%2C transcript variant X1	chrLG6	874639	880988
Group_15_49	006668	ankrd28b	ankyrin repeat domain 28b [Source:ZFIN%3BAcc:ZDB-GENE-070622-4]	chrLG6	882733	903027
Group_325_2	006672	hdac9b	histone deacetylase 9b [Source:ZFIN%3BAcc:ZDB-GENE-040109-7]	chrLG6	931061	954396
Group_118_14	006673	dnah11	dynein%2C axonemal%2C heavy chain 11 [Source:ZFIN%3BAcc:ZDB-GENE-100922-8]	chrLG6	1090964	1137597
Group_5033_0	006676	rps15	ribosomal protein S15	chrLG6	1385522	1390984
Group_5980_0	006679	mrpl37	mitochondrial ribosomal protein L37	chrLG6	1531129	1543006
Group_1036_1	006681	zgc:154006	zgc:154006 [Source:ZFIN%3BAcc:ZDB-GENE-061013-134]	chrLG6	1712165	1737784
Group_2615_1	006682	si:dkey-208k22.3	si:dkey-208k22.3 [Source:ZFIN%3BAcc:ZDB-GENE-070912-432]	chrLG6	1793264	1794738
Group_2433_0	006683	abhd8a	abhydrolase domain containing 8a [Source:ZFIN%3BAcc:ZDB-GENE-080204-70]	chrLG6	1853621	1861954
Group_922_0	006684	kdm4ab	lysine (K)-specific demethylase 4A%2C genome duplicate b [Source:ZFIN%3BAcc:ZDB-GENE-030131-6279]	chrLG6	1867281	1896417
Group_919_0	006685	st3gal3b	ST3 beta-galactoside alpha-2%2C3-sialyltransferase 3b [Source:ZFIN%3BAcc:ZDB-GENE-050411-13]	chrLG6	1941785	2007934
Group_8002_0	006686	artnb	artemin b [Source:ZFIN%3BAcc:ZDB-GENE-070705-129]	chrLG6	2024203	2054581
Group_458_1	006687	gadd45aa	growth arrest and DNA-damage-inducible%2C alpha%2C a [Source:ZFIN%3BAcc:ZDB-GENE-040426-1501]	chrLG6	2227554	2228823
Group_1594_1	006689	fam69aa	family with sequence similarity 69%2C member Aa [Source:ZFIN%3BAcc:ZDB-GENE-060421-4286]	chrLG6	2392272	2406392
Group_362_0	006690	twist1b	twist family bHLH transcription factor 1b [Source:ZFIN%3BAcc:ZDB-GENE-050417-357]	chrLG6	989024	989539
Group_1668_1	006691	macc1	metastasis associated in colon cancer 1%2C transcript variant X2	chrLG6	1014459	1017541
Group_51_23	006692	sp8b	sp8 transcription factor b [Source:ZFIN%3BAcc:ZDB-GENE-030131-3654]	chrLG6	1024516	1039919
Group_308_7	006693	rapgef5b	Rap guanine nucleotide exchange factor (GEF) 5b [Source:ZFIN%3BAcc:ZDB-GENE-061215-2]	chrLG6	1139953	1156457
Group_4_15	006694	rab3aa	RAB3A%2C member RAS oncogene family%2C a [Source:ZFIN%3BAcc:ZDB-GENE-040801-2]	chrLG6	1221494	1233687
Group_32_29	006696	angptl4	angiopoietin like 4	chrLG6	1475120	1481797
Group_14_56	006698	nr2f6	nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol%3BAcc:HGNC:7977]	chrLG6	1745503	1755164
Group_203_1	006702	ptger4c	prostaglandin E receptor 4 (subtype EP4) c [Source:ZFIN%3BAcc:ZDB-GENE-070705-128]	chrLG6	2057028	2058549
Group_3371_0	006706	wls	wntless Wnt ligand secretion mediator	chrLG6	2272909	2294159
Group_329_8	006707	scinlb	scinderin like b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2068]	chrLG6	2298272	2319928
Group_3197_0	006708	si:dkeyp-1a11.3	si:dkeyp-1a11.3 [Source:ZFIN%3BAcc:ZDB-GENE-070912-641]	chrLG6	2345335	2369699
Group_2536_2	006709	rpl5	ribosomal protein L5 [Source:HGNC Symbol%3BAcc:HGNC:10360]	chrLG6	2412857	2415545
Group_770_2	006718	gga3	golgi-associated%2C gamma adaptin ear containing%2C ARF binding protein 3%2C transcript variant X1	chrLG16	6912794	6918702
Group_784_2	006719	sumo2b	small ubiquitin-like modifier 2b [Source:ZFIN%3BAcc:ZDB-GENE-040801-7]	chrLG16	6898330	6904606
Group_2806_0	006720	hn1a	hematological and neurological expressed 1a [Source:ZFIN%3BAcc:ZDB-GENE-070410-142]	chrLG16	6885914	6897723
Group_1056_2	006723	gtpbp1	GTP binding protein 1%2C transcript variant X1	chrLG16	6665102	6672861
Group_4194_0	006724	gtf2f1	general transcription factor IIF subunit 1	chrLG16	6397489	6408023
Group_52_0	006725	cacna1aa	calcium channel%2C voltage-dependent%2C P/Q type%2C alpha 1A subunit%2C a [Source:ZFIN%3BAcc:ZDB-GENE-040724-26]	chrLG16	6282821	6384936
Group_24_47	006727	htr1d	5-hydroxytryptamine (serotonin) receptor 1D%2C G protein-coupled [Source:ZFIN%3BAcc:ZDB-GENE-090409-3]	chrLG16	6142227	6160900
Group_504_1-Group_504_6	006728	ppp2r5c	protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol%3BAcc:HGNC:9311]	chrLG16	6111504	6120651
Group_337_4	006729	cul2	cullin 2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8032]	chrLG16	7329335	7346085
Group_3174_1	006730	armc4	armadillo repeat containing 4 [Source:ZFIN%3BAcc:ZDB-GENE-100316-7]	chrLG16	7258576	7297420
Group_101_14	006731	cubn	cubilin (intrinsic factor-cobalamin receptor) [Source:ZFIN%3BAcc:ZDB-GENE-060228-6]	chrLG16	7144609	7250887
Group_1160_0	006742	lgals2a	lectin%2C galactoside-binding%2C soluble%2C 2a [Source:ZFIN%3BAcc:ZDB-GENE-050318-2]	chrLG16	6700835	6706057
Group_173_3	006743	sgsm3	small G protein signaling modulator 3	chrLG16	6650583	6662594
Group_991_0	006744	elfn2	extracellular leucine-rich repeat and fibronectin type III domain containing 2	chrLG16	6538852	6543849
Group_6229_0	006746	alkbh7	alkB homolog 7%2C transcript variant X1	chrLG16	6394507	6395647
Group_3206_0	006747	ier2	immediate early response 2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9126]	chrLG16	6270132	6270656
Group_439_0	006748	nacc1	nucleus accumbens associated 1 [Source:HGNC Symbol%3BAcc:HGNC:20967]	chrLG16	6230735	6254014
Group_746_3	006755	slc29a2	solute carrier family 29 (equilibrative nucleoside transporter)%2C member 2 [Source:ZFIN%3BAcc:ZDB-GENE-050220-15]	chrLG5	19439176	19449564
Group_7318_0	006757	tmem246	transmembrane protein 246	chrLG5	19401830	19403026
Group_66_6	006758	slit1b	slit homolog 1b (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-030722-4]	chrLG5	19230398	19354865
Group_2097_0	006762	unknown		chrLG5	19162325	19201721
Group_891_3	006767	ccdc85cb	coiled-coil domain containing 85C%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040718-373]	chrLG15	5212440	5262844
Group_636_1	006768	cabz01032983.1	unknown	chrLG15	5292149	5315069
Group_1009_2	006769	ccnk	cyclin K%2C transcript variant X1	chrLG15	5272381	5276761
Group_1858_0	006771	ism2b	isthmin 2b [Source:ZFIN%3BAcc:ZDB-GENE-050523-4]	chrLG15	5529541	5539387
Group_950_0	006772	sptlc2b	serine palmitoyltransferase%2C long chain base subunit 2b [Source:ZFIN%3BAcc:ZDB-GENE-080305-8]	chrLG15	5542241	5555009
Group_4887_0	006773	snw1	SNW domain containing 1%2C transcript variant X2	chrLG15	5567737	5576405
Group_9153_0	006774	loc107378154		chrLG15	5334948	5335958
Group_264_0	006777	nrxn3b	neurexin 3b [Source:ZFIN%3BAcc:ZDB-GENE-070206-10]	chrLG15	5807930	6154372
Group_405_0	006778	tshr	thyroid stimulating hormone receptor	chrLG15	6253003	6283305
Group_2298_1	006779	waca	WW domain containing adaptor with coiled-coil a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2624]	chrLG15	6434692	6471345
Group_3560_1	006781	ankef1b	ankyrin repeat and EF-hand domain containing 1b [Source:ZFIN%3BAcc:ZDB-GENE-060810-68]	chrLG15	6809432	6826795
Group_996_0	006782	lima1	LIM domain and actin binding 1 [Source:HGNC Symbol%3BAcc:HGNC:24636]	chrLG15	6867728	6892561
Group_860_3	006784	pip4k2c	phosphatidylinositol-5-phosphate 4-kinase%2C type II%2C gamma%2C transcript variant X1	chrLG15	7026352	7032226
Group_3_29	006785	gpr182	G protein-coupled receptor 182	chrLG15	7051795	7052883
Group_1759_0	006787	ctnna1	catenin alpha 1	chrLG15	7231568	7411591
Group_5656_0	006788	uhmk1	U2AF homology motif (UHM) kinase 1	chrLG15	7827463	7835030
Group_280_4	006789	akr1a1b	aldo-keto reductase family 1%2C member A1b (aldehyde reductase) [Source:ZFIN%3BAcc:ZDB-GENE-050417-118]	chrLG15	7841125	7850666
Group_194_6	006790	cpt2	carnitine palmitoyltransferase 2	chrLG15	7925034	7927875
Group_5267_0	006791	aatf	apoptosis antagonizing transcription factor	chrLG15	7930898	7932520
Group_7447_0	006792	tmco1	transmembrane and coiled-coil domains 1	chrLG15	7933597	7941395
Group_6165_0	006795	gtf2a1	general transcription factor IIA 1	chrLG15	6300535	6302760
Group_27_14	006796	ches1	checkpoint suppressor 1 [Source:ZFIN%3BAcc:ZDB-GENE-040217-1]	chrLG15	6309291	6350765
Group_2979_1	006800	spryd3	SPRY domain containing 3 [Source:ZFIN%3BAcc:ZDB-GENE-070928-22]	chrLG15	6903733	7000529
Group_0_153	006801	zbtb39	zinc finger and BTB domain containing 39	chrLG15	7057849	7061898
Group_1555_0	006804	tbl1xr1a	transducin (beta)-like 1 X-linked receptor 1a [Source:ZFIN%3BAcc:ZDB-GENE-050522-314]	chrLG15	7699909	7714740
Group_5445_0	006806	magoh	mago homolog%2C exon junction complex core component [Source:ZFIN%3BAcc:ZDB-GENE-041216-1]	chrLG15	7925650	7930559
Group_2913_1	006818	gphb5	glycoprotein hormone beta 5	chrLG19	32253154	32259110
Group_1581_2	006824	popdc3	popeye domain containing 3	chrLG6	24793261	24803409
Group_1865_2	006825	ubtfl	upstream binding transcription factor%2C like [Source:ZFIN%3BAcc:ZDB-GENE-040426-1159]	chrLG6	24676426	24686214
Group_13_37	006827	klhl18	kelch like family member 18	chrLG6	24580269	24609322
Group_1463_0	006828	cdyl	chromodomain protein%2C Y-like	chrLG6	24476361	24483692
Group_2403_0	006829	riok1	RIO kinase 1	chrLG6	24449093	24463831
Group_1638_4	006830	impa1	inositol(myo)-1(or 4)-monophosphatase 1 [Source:ZFIN%3BAcc:ZDB-GENE-040718-245]	chrLG6	24423361	24438653
Group_49_6	006831	cdh7	cadherin 7%2C type 2 [Source:ZFIN%3BAcc:ZDB-GENE-061019-3]	chrLG6	24374484	24399046
Group_141_2	006833	gucy2d	guanylate cyclase 2D%2C retinal [Source:HGNC Symbol%3BAcc:HGNC:4689]	chrLG6	24165286	24211923
Group_4510_0	006834	rbm42	RNA binding motif protein 42%2C transcript variant X2	chrLG6	25127504	25131002
Group_166_3	006835	aldh2.2	aldehyde dehydrogenase 2 family (mitochondrial)%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-030326-5]	chrLG6	25083412	25123738
Group_2752_0	006838	tmub1	transmembrane and ubiquitin like domain containing 1%2C transcript variant X1	chrLG6	24698203	24703813
Group_35_36	006839	bfsp2	beaded filament structural protein 2%2C transcript variant X1	chrLG6	24562744	24568426
Group_3_15	006840	ccr9a	chemokine (C-C motif) receptor 9a [Source:ZFIN%3BAcc:ZDB-GENE-060130-125]	chrLG6	24549364	24550677
Group_5716_0	006841	rpp40	ribonuclease P/MRP 40kDa subunit%2C transcript variant X1	chrLG6	24469430	24474849
Group_8650_0	006842	mplkip	M-phase specific PLK1 interacting protein	chrLG6	24323489	24324320
Group_71_25	006843	inhbab	inhibin%2C beta Ab [Source:ZFIN%3BAcc:ZDB-GENE-050525-2]	chrLG6	24295694	24298776
Group_194_10	006851	loc107387996		chrLG10	17459683	17469736
Group_1665_1	006854	rexo4	REX4 homolog%2C 3'-5' exonuclease	chrLG10	17510676	17515795
Group_84_0	006857	mybpc2b	myosin binding protein C%2C fast type b [Source:ZFIN%3BAcc:ZDB-GENE-050320-80]	chrLG10	17705275	17715520
Group_195_13	006858	hs3st2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol%3BAcc:HGNC:5195]	chrLG10	17758486	17765507
Group_2_25	006861	zgc:92313	zgc:92313 [Source:ZFIN%3BAcc:ZDB-GENE-040718-339]	chrLG10	17276758	17292238
Group_8473_0	006862	adm5	Takifugu rubripes adrenomedullin-5 (adm5)%2C mRNA. [Source:RefSeq mRNA%3BAcc:NM_001032741]	chrLG10	17399359	17400448
Group_465_2	006864	zgc:56095	zgc:56095 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1948]	chrLG10	17484860	17486829
Group_6983_0	006865	si:dkey-197c15.6	si:dkey-197c15.6 [Source:ZFIN%3BAcc:ZDB-GENE-060810-147]	chrLG10	17505362	17507746
Group_8008_0	006866	pigp	phosphatidylinositol glycan anchor biosynthesis class P	chrLG10	17508609	17510408
Group_3093_0	006867	fgf21	fibroblast growth factor 21	chrLG10	17599137	17600115
Group_552_0	006868	ppfia3	PTPRF interacting protein alpha 3 [Source:HGNC Symbol%3BAcc:HGNC:9247]	chrLG10	17610941	17629454
Group_540_1	006869	plekha4	pleckstrin homology domain containing A4%2C transcript variant X1	chrLG10	17640029	17649042
Group_2373_0	006872	acpt	acid phosphatase%2C testicular [Source:HGNC Symbol%3BAcc:HGNC:14376]	chrLG10	17716752	17726913
Group_5843_0	006876	cog7	component of oligomeric golgi complex 7	chrLG10	17801781	17806591
Group_3208_1	006877	mss51	MSS51 mitochondrial translational activator [Source:HGNC Symbol%3BAcc:HGNC:21000]	chrLG10	17822074	17830706
Group_1240_0	006882	loc107388024		chrLG10	17896757	18027396
Group_1605_3	006883	nog2	noggin 2 [Source:ZFIN%3BAcc:ZDB-GENE-991206-14]	chrLG10	18054579	18055208
Group_2908_1	006885	tbc1d24	TBC1 domain family member 24%2C transcript variant X1	chrLG10	18192181	18197567
Group_122_15	006887	rdh13	retinol dehydrogenase 13 (all-trans/9-cis)	chrLG10	18363854	18365935
Group_550_0	006888	decr2	2%2C4-dienoyl-CoA reductase 2%2C peroxisomal%2C transcript variant X1	chrLG10	18370937	18373625
Group_1530_2	006889	rab11fip3	RAB11 family interacting protein 3 (class II)%2C transcript variant X1	chrLG10	18375083	18392590
Group_5804_0	006890	telo2	telomere maintenance 2	chrLG10	18398676	18404707
Group_4738_0	006891	ift140	intraflagellar transport 140%2C transcript variant X1	chrLG10	18405966	18432565
Group_4514_0	006892	stub1	STIP1 homology and U-box containing protein 1%2C E3 ubiquitin protein ligase	chrLG10	18472434	18479710
Group_5441_0	006893	prr35	proline rich 35	chrLG10	18504120	18506409
Group_1459_2	006894	rhot2	ras homolog family member T2	chrLG10	18601854	18609566
Group_1460_2	006895	rhbdl1	rhomboid%2C veinlet-like 1 (Drosophila)	chrLG10	18637500	18675640
Group_4502_0	006896	wdr24	WD repeat domain 24	chrLG10	18684331	18688240
Group_4094_0	006898	tsr3	TSR3%2C 20S rRNA accumulation%2C homolog (S. cerevisiae)	chrLG10	18714305	18720790
Group_6_51	006899	pdpk1b	3-phosphoinositide dependent protein kinase 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1820]	chrLG10	18721680	18730028
Group_1622_0	006900	kctd5	potassium channel tetramerization domain containing 5	chrLG10	18731411	18744505
Group_2118_0	006903	rnf40	ring finger protein 40%2C E3 ubiquitin protein ligase	chrLG10	18777625	18792557
Group_0_178	006904	znf668	zinc finger protein 668 [Source:ZFIN%3BAcc:ZDB-GENE-041001-46]	chrLG10	18814554	18816515
Group_702_3	006906	ccnd2b	cyclin D2%2C b [Source:ZFIN%3BAcc:ZDB-GENE-050420-354]	chrLG10	19449129	19458147
Group_7824_0	006908	rad51ap1	RAD51 associated protein 1	chrLG10	19516129	19518655
Group_99_3	006909	galnt8b.1	polypeptide N-acetylgalactosaminyltransferase 8b%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-041210-83]	chrLG10	19521015	19542698
Group_8752_0	006910	loc107386214		chrLG10	19554744	19561108
Group_849_2	006911	spic	Spi-C transcription factor	chrLG10	19566220	19567523
Group_84_23	006912	mybpc1	myosin binding protein C%2C slow type%2C transcript variant X1	chrLG10	19580689	19605743
Group_2066_2	006913	chpt1	choline phosphotransferase 1	chrLG10	19607151	19612434
Group_2053_1	006914	dram1	DNA damage regulated autophagy modulator 1	chrLG10	19633612	19639558
Group_0_174	006915	si: zfos-932h1.3	si: zfos-932h1.3 [Source:ZFIN%3BAcc:ZDB-GENE-141222-4]	chrLG10	19653892	19657600
Group_963_3	006917	def6c	differentially expressed in FDCP 6c homolog [Source:ZFIN%3BAcc:ZDB-GENE-060503-87]	chrLG10	19667097	19676653
Group_4310_0	006918	mcat	malonyl-CoA-acyl carrier protein transacylase	chrLG10	19677219	19679568
Group_336_3	006919	ttll1	tubulin tyrosine ligase like 1	chrLG10	19684449	19692083
Group_2158_1	006921	arfgap3	ADP ribosylation factor GTPase activating protein 3	chrLG10	19710817	19723986
Group_2334_1	006922	uhrf1bp1l	UHRF1 binding protein 1 like%2C transcript variant X1	chrLG10	19735766	19759650
Group_846_4	006923	unknown		chrLG10	18169515	18177816
Group_1368_2	006924	nubp2	nucleotide binding protein 2	chrLG10	18205186	18207144
Group_2367_1	006925	eme2	essential meiotic structure-specific endonuclease subunit 2	chrLG10	18215722	18218250
Group_6862_0	006926	si:ch211-183d21.1	si:ch211-183d21.1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8516]	chrLG10	18285523	18297509
Group_596_1	006927	si:ch211-183d21.3	si:ch211-183d21.3 [Source:ZFIN%3BAcc:ZDB-GENE-091118-114]	chrLG10	18351332	18353369
Group_1074_2	006929	metrn	meteorin%2C glial cell differentiation regulator%2C transcript variant X1	chrLG10	18449178	18464491
Group_622_4	006930	si:ch73-103b11.2	si:ch73-103b11.2 [Source:ZFIN%3BAcc:ZDB-GENE-080917-14]	chrLG10	18512200	18570459
Group_442_6	006931	ablim1	actin binding LIM protein 1 [Source:HGNC Symbol%3BAcc:HGNC:78]	chrLG10	18576429	18591522
Group_2112_1	006932	im:7160594	im:7160594 [Source:ZFIN%3BAcc:ZDB-GENE-080917-43]	chrLG10	18594480	18597646
Group_7286_0	006933	h1f0	H1 histone family%2C member 0 [Source:ZFIN%3BAcc:ZDB-GENE-030131-337]	chrLG10	18612823	18613407
Group_6865_0	006934	zgc:112496	zgc:112496 [Source:ZFIN%3BAcc:ZDB-GENE-050320-25]	chrLG10	18680901	18683406
Group_4326_0	006935	anks3	ankyrin repeat and sterile alpha motif domain containing 3%2C transcript variant X1	chrLG10	18688928	18692469
Group_5490_0	006936	zgc:112185	zgc:112185 [Source:ZFIN%3BAcc:ZDB-GENE-050320-14]	chrLG10	18693304	18694768
Group_4712_0	006937	gnptg	N-acetylglucosamine-1-phosphate transferase gamma subunit	chrLG10	18712208	18714061
Group_4559_1	006938	loc107388033		chrLG10	18754229	18759626
Group_841_2	006939	si:dkey-220f10.4	si:dkey-220f10.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9651]	chrLG10	18761157	18767869
Group_0_43	006941	znf646	zinc finger protein 646 [Source:ZFIN%3BAcc:ZDB-GENE-160627-3]	chrLG10	18805350	18808429
Group_551_2	006943	zgc:91999	zgc:91999 [Source:ZFIN%3BAcc:ZDB-GENE-040801-241]	chrLG10	18838020	18846798
Group_561_2	006944	shank1	SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol%3BAcc:HGNC:15474]	chrLG10	18854402	18881548
Group_5513_0	006947	fgf23	fibroblast growth factor 23	chrLG10	19492085	19493315
Group_2290_0	006949	cecr1b	cat eye syndrome chromosome region%2C candidate 1b [Source:ZFIN%3BAcc:ZDB-GENE-041210-77]	chrLG10	19542828	19548011
Group_2629_1	006950	atp6v1e1b	ATPase%2C H+ transporting%2C lysosomal%2C V1 subunit E1b [Source:ZFIN%3BAcc:ZDB-GENE-020419-11]	chrLG10	19548373	19554941
Group_5274_0	006951	gnptab	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	chrLG10	19614782	19629884
Group_5273_0	006952	ccdc53	coiled-coil domain containing 53	chrLG10	19646901	19652026
Group_9187_0	006953	unknown		chrLG10	19679821	19683357
Group_7336_0	006954	ckap4	cytoskeleton-associated protein 4	chrLG10	19731739	19733973
Group_32_38	006960	angptl1b	angiopoietin-like 1b [Source:ZFIN%3BAcc:ZDB-GENE-030131-6243]	chrLG6	6964232	6973726
Group_6195_0	006961	tada1	transcriptional adaptor 1%2C transcript variant X1	chrLG6	6947968	6955696
Group_6193_0	006962	fggy	FGGY carbohydrate kinase domain containing%2C transcript variant X1	chrLG6	6924288	6937560
Group_1150_2	006963	plpp6	phospholipid phosphatase 6 [Source:HGNC Symbol%3BAcc:HGNC:23682]	chrLG6	6905511	6907252
Group_600_1	006965	jun	jun proto-oncogene	chrLG6	6944616	6945560
Group_3504_0	006971	endog	endonuclease G	chrLG12	32638315	32642594
Group_3594_0	006972	ttf1	transcription termination factor%2C RNA polymerase I	chrLG12	32594865	32623951
Group_32_18	006974	angpt2b	angiopoietin 2b [Source:ZFIN%3BAcc:ZDB-GENE-010817-2]	chrLG12	32440431	32471813
Group_6226_0	006981	sncaip	synuclein alpha interacting protein%2C transcript variant X2	chrLG13	15354086	15362428
Group_1458_1	006982	snx2	sorting nexin 2%2C transcript variant X1	chrLG13	15372181	15391638
Group_163_2	006984	si:dkey-26g8.5	si:dkey-26g8.5 [Source:ZFIN%3BAcc:ZDB-GENE-121214-19]	chrLG13	15645813	15648572
Group_2604_1	006991	dmrt2a	doublesex and mab-3 related transcription factor 2a [Source:ZFIN%3BAcc:ZDB-GENE-990621-7]	chrLG13	15779172	15781843
Group_43_32	006992	smarca2	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily a%2C member 2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-5964]	chrLG13	15836244	15872229
Group_68_8	006993	adamts3	ADAM metallopeptidase with thrombospondin type 1 motif 3%2C transcript variant X1	chrLG13	15935877	16025591
Group_18_48	006995	loc107386114		chrLG13	15479955	15506605
Group_4907_0	006996	cep120	centrosomal protein 120kDa	chrLG13	15529123	15542357
Group_1345_0	006997	znf608	zinc finger protein 608%2C transcript variant X1	chrLG13	15545474	15563194
Group_1608_2	007000	fbp1a	fructose-1%2C6-bisphosphatase 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7171]	chrLG13	15708795	15712304
Group_4230_0	007001	cfap157	cilia and flagella associated protein 157 [Source:ZFIN%3BAcc:ZDB-GENE-060526-118]	chrLG13	15744294	15748760
Group_157_11	007003	slc4a4a	solute carrier family 4 (sodium bicarbonate cotransporter)%2C member 4a [Source:ZFIN%3BAcc:ZDB-GENE-060526-274]	chrLG13	16081130	16128773
Group_19_51	007007	mapk1	mitogen-activated protein kinase 1 [Source:ZFIN%3BAcc:ZDB-GENE-030722-2]	chrLG13	16161201	16176526
Group_747_4	007008	ypel1	yippee-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-040808-41]	chrLG13	16192386	16205639
Group_472_3	007009	slc39a14	solute carrier family 39 member 14	chrLG13	16257898	16267573
Group_6422_0	007010	ascc2	activating signal cointegrator 1 complex subunit 2	chrLG13	16271586	16278178
Group_2762_1	007011	sec14l8	SEC14-like lipid binding 8 [Source:ZFIN%3BAcc:ZDB-GENE-060526-180]	chrLG13	16282441	16297579
Group_209_4	007013	wdfy3	WD repeat and FYVE domain containing 3 [Source:ZFIN%3BAcc:ZDB-GENE-070705-153]	chrLG13	16476554	16545904
Group_1977_1	007014	cds1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 [Source:ZFIN%3BAcc:ZDB-GENE-070705-78]	chrLG13	16550221	16564162
Group_6_64	007016	prkg2	protein kinase%2C cGMP-dependent%2C type II%2C transcript variant X1	chrLG13	16649789	16664980
Group_528_2	007017	antxr2a	anthrax toxin receptor 2a [Source:ZFIN%3BAcc:ZDB-GENE-060526-14]	chrLG13	16798489	16820355
Group_2502_0	007018	paqr3a	progestin and adipoQ receptor family member IIIa [Source:ZFIN%3BAcc:ZDB-GENE-040426-1667]	chrLG13	16976570	16980866
Group_1335_1	007021	grsf1	G-rich RNA sequence binding factor 1 [Source:ZFIN%3BAcc:ZDB-GENE-060825-196]	chrLG13	16154896	16158411
Group_2211_0	007022	stambpb	STAM binding protein b [Source:ZFIN%3BAcc:ZDB-GENE-051127-31]	chrLG13	16242421	16247103
Group_7470_0	007023	rnf215	ring finger protein 215%2C transcript variant X1	chrLG13	16277883	16281513
Group_8197_0	007026	ccl19	C-C motif chemokine ligand 19 [Source:HGNC Symbol%3BAcc:HGNC:10617]	chrLG13	16452991	16454185
Group_6690_0	007027	tmem175	transmembrane protein 175	chrLG13	16568645	16572220
Group_71_7	007028	bmp3	bone morphogenetic protein 3	chrLG13	16669652	16674518
Group_2272_0	007030	prdm8b	PR domain containing 8b [Source:ZFIN%3BAcc:ZDB-GENE-060526-174]	chrLG13	16763031	16765271
Group_9069_0	007031	loc107386050		chrLG13	17022424	17030445
Group_223_5	007032	fras1	Fraser extracellular matrix complex subunit 1	chrLG13	17044396	17087603
Group_40_8	007036	mnx1	motor neuron and pancreas homeobox 1	chrLG13	17186880	17188809
Group_2475_1	007037	lmbr1	limb development membrane protein 1	chrLG13	17199612	17232722
Group_943_0	007038	shhb	sonic hedgehog b [Source:ZFIN%3BAcc:ZDB-GENE-980526-41]	chrLG13	17297727	17303955
Group_387_6	007039	dlgap1b	discs%2C large (Drosophila) homolog-associated protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-091116-98]	chrLG13	17516587	17549840
Group_1105_1	007041	si:ch211-285f17.1	si:ch211-285f17.1 [Source:ZFIN%3BAcc:ZDB-GENE-000607-77]	chrLG13	17619421	17665997
Group_5710_0	007043	nphp3	nephronophthisis 3 (adolescent)	chrLG13	17673516	17681103
Group_101_16	007045	pcolce2b	procollagen C-endopeptidase enhancer 2b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1177]	chrLG13	17715494	17722065
Group_295_6	007046	chst2b	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2b [Source:ZFIN%3BAcc:ZDB-GENE-060720-33]	chrLG13	17739150	17740547
Group_113_17	007048	dnajb6b	DnaJ (Hsp40) homolog%2C subfamily B%2C member 6b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1122]	chrLG13	17137827	17149617
Group_1137_0	007051	eng2b	engrailed homeobox 2b [Source:ZFIN%3BAcc:ZDB-GENE-980526-40]	chrLG13	17366159	17368849
Group_2683_1	007052	insig1	insulin induced gene 1%2C transcript variant X2	chrLG13	17384968	17387726
Group_24_44	007053	htr5ab	5-hydroxytryptamine (serotonin) receptor 5A%2C genome duplicate b [Source:ZFIN%3BAcc:ZDB-GENE-030616-574]	chrLG13	17420403	17426246
Group_2576_3	007054	si:ch211-161h7.5	si:ch211-161h7.5 [Source:ZFIN%3BAcc:ZDB-GENE-091204-265]	chrLG13	17452400	17455497
Group_2886_1	007055	tgif1	TGFB-induced factor homeobox 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-475]	chrLG13	17554615	17557506
Group_2830_1	007058	u2surp	U2 snRNP-associated SURP domain containing%2C transcript variant X1	chrLG13	17707025	17714087
Group_306_2	007059	trpc1	transient receptor potential cation channel subfamily C member 1%2C transcript variant X1	chrLG13	17723505	17736589
