OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end	p.x	dN.x	dS.x	pN.x	pS.x	DoS.x	p.y	dN.y	dS.y	pN.y	pS.y	DoS.y	deltaDoSP	deltaDoSQ	dNdSP	pNpSP	deltaDoS	deltaDoSQuantile
Group_204_6	2760	zdhhc5b	zinc finger%2C DHHC-type containing 5b [Source:ZFIN%3BAcc:ZDB-GENE-101117-1]	chr2	60814236	60833267	0.258982198851989	9	14	2	10	0.22463768115942	1	6	11	2	5	0.0672268907563026	0.897220445603706	1	1	0.975509176705507	0.157410790403117	0.665557645016635
Group_204_8	9706	zdhhc8a	zinc finger%2C DHHC-type containing 8a [Source:ZFIN%3BAcc:ZDB-GENE-091118-26]	chr8	34648926	34661996	0.339557099435519	21	25	3	1	-0.293478260869565	1	20	23	4	5	0.020671834625323	0.41063742611478	1	1	0.676487160258036	-0.314150095494888	0.0755099088673514
Group_204_9	26455	zdhhc8b	zinc finger%2C DHHC-type containing 8b [Source:ZFIN%3BAcc:ZDB-GENE-030407-3]	chr19	7370833	7383912	1	13	12	1	2	0.186666666666667	0.0924271197734467	12	10	1	7	0.420454545454545	0.401894618138904	1	1	0.999999999999999	-0.233787878787878	0.114566758281499
Group_2041_1	20499	insm2	insulinoma-associated 2	chr18	34117127	34118794	1	12	10	1	1	0.0454545454545454	1	14	11	2	2	0.0600000000000001	0.940243799475774	1	1	1	-0.0145454545454547	0.362505424562419
Group_2042_2	11031	tmem229a	transmembrane protein 229A	chr2	18938109	18939179	0.582043343653251	8	7	1	3	0.283333333333333	0.473684210526316	8	9	2	0	-0.529411764705882	0.31011381079469	1	1	0.386476230771233	0.812745098039215	0.993924490091133
Group_2044_0	10641	si:dkey-266f7.9	si:dkey-266f7.9 [Source:ZFIN%3BAcc:ZDB-GENE-070705-440]	chr12	9381699	9385046	0.559440559440559	6	4	1	3	0.35	0.15158371040724	7	5	1	5	0.416666666666667	0.979025971816522	1	1	1	-0.066666666666667	0.279328800810068
Group_2045_0	14012	loc107374849		chr8	21229771	21235161	1	4	8	2	4	0	1	5	9	1	3	0.107142857142857	0.885796553330752	1	0.999999999999999	1	-0.107142857142857	0.226240416606394
Group_2046_0	949	polq	polymerase (DNA directed)%2C theta [Source:ZFIN%3BAcc:ZDB-GENE-040724-232]	chr10	27746021	27769647	0.864733152954336	70	60	24	23	0.0278232405891981	0.183831092292046	83	61	6	10	0.201388888888889	0.00102316930024585	0.245716488421945	0.610406408483764	0.516639507042306	-0.173565648299691	0.158397222624042
Group_2047_0	11557	bptf	bromodomain PHD finger transcription factor [Source:ZFIN%3BAcc:ZDB-GENE-030131-3200]	chr6	59495116	59529352	0.724097800790429	87	94	17	22	0.0447655475279785	0.682790505733393	90	103	14	13	-0.0521972749952024	0.381466809231474	1	0.861872227767467	0.681492223766056	0.0969628225231809	0.570953276435701
Group_2047_1	19772	bptf	bromodomain PHD finger transcription factor	chr4	51366634	51413736	0.690548674287022	43	75	11	23	0.040877367896311	0.207304487089753	48	84	4	16	0.163636363636364	0.150633536199648	1	1	0.506620569504461	-0.122758995740053	0.209460436858093
Group_2049_0	24643	plekhh1	pleckstrin homology%2C MyTH4 and FERM domain containing H1	chr18	17160541	17169760	0.354360165118679	4	11	3	3	-0.233333333333333	1	5	13	3	6	-0.0555555555555555	0.910879425377266	1	1	0.914326585297174	-0.177777777777778	0.154057572689136
Group_2050_0	5950	usp44	ubiquitin specific peptidase 44	chr14	56755245	56762719	0.189496784923241	8	27	4	4	-0.271428571428571	0.485049833887043	11	30	1	1	-0.231707317073171	0.237519190188711	1	0.894297818225799	1	-0.0397212543554	0.319542890206857
Group_2051_1	30094	zgc:172122	zgc:172122 [Source:ZFIN%3BAcc:ZDB-GENE-080208-1]	chr9	49621048	49623562	0.557275541795666	11	4	2	2	0.233333333333333	0.505494505494505	9	3	1	1	0.25	0.967747308145193	1	1	1	-0.016666666666667	0.358165774627513
Group_2052_0	8270	pi4ka	phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol%3BAcc:HGNC:8983]	chr19	32898346	32955661	0.79696020593702	21	77	7	21	-0.0357142857142857	0.684116626879236	25	86	1	7	0.100225225225225	0.00687164296967746	0.530912506259512	0.981481962176344	0.788809283599619	-0.135939510939511	0.195284247070736
Group_2052_1	23760	pi4kaa	phosphatidylinositol 4-kinase%2C catalytic%2C alpha a [Source:ZFIN%3BAcc:ZDB-GENE-100204-2]	chr8	49995790	50048608	0.257651715193027	12	32	1	11	0.189393939393939	1	13	49	2	7	-0.0125448028673835	0.376203426577751	1	0.602176634933171	0.787136510451117	0.201938742261322	0.733545493996818
Group_2057_0	27570	birc6	baculoviral IAP repeat containing 6%2C transcript variant X1	chr6	6238024	6326085	1	20	92	6	31	0.0164092664092664	0.784804171999283	23	108	5	21	-0.0167351732237229	0.348145253909417	1	0.999999999999999	0.999999999999999	0.0331444396329893	0.454072038188919
Group_2058_1	11823	sh3rf1	SH3 domain containing ring finger 1	chr15	2546309	2586966	0.329678679982631	20	25	3	1	-0.305555555555556	0.225632315119174	21	25	1	5	0.289855072463768	0.307381057951351	1	1	0.235679913429038	-0.595410628019324	0.0141761897873572
Group_206_0	736	dgkb	diacylglycerol kinase beta%2C transcript variant X1	chr3	38840375	38931909	0.135785953177258	5	17	3	2	-0.372727272727273	1	6	18	1	6	0.107142857142857	0.414168834622359	1	1	0.300622988196907	-0.47987012987013	0.0297989295530161
Group_206_2	11974	dgkq	diacylglycerol kinase theta	chr1	60353283	60374898	0.385872508838745	15	22	1	5	0.238738738738739	0.460344835317091	15	24	2	7	0.162393162393162	0.92318715124283	1	1	1	0.076345576345577	0.535802111962968
Group_206_4	4808	dgkzb	diacylglycerol kinase%2C zeta b [Source:ZFIN%3BAcc:ZDB-GENE-111104-4]	chr4	9394121	9465459	0.720141011114544	23	29	3	6	0.108974358974359	0.223188635278301	24	30	1	6	0.301587301587302	0.792003550017689	1	1	0.771084063404352	-0.192612942612943	0.141327932880081
Group_206_5	5943	dgki	diacylglycerol kinase iota%2C transcript variant X1	chr14	56353598	56467120	1	8	37	1	7	0.0527777777777778	1	9	39	2	8	-0.0125	0.962489429745476	1	1	1	0.0652777777777778	0.514393172284102
Group_206_9	14957	dgka	diacylglycerol kinase alpha	chr14	15928682	15939879	0.647140995575531	9	21	1	6	0.157142857142857	1	10	26	3	7	-0.0222222222222222	0.874679445401249	1	1	0.864342085636285	0.179365079365079	0.701287429480689
Group_2060_0	29066	tmem2	transmembrane protein 2	chr19	15756725	15802458	0.138022084150784	15	25	1	9	0.275	0.141025946216575	19	29	3	15	0.229166666666667	0.78177247393625	1	1	1	0.045833333333333	0.478084767828728
Group_2060_1	701	cemip	cell migration inducing protein%2C hyaluronan binding [Source:ZFIN%3BAcc:ZDB-GENE-130103-7]	NORv12scf34180	76447	231021	1	23	19	1	1	0.0476190476190477	0.682516188714154	24	20	4	2	-0.121212121212121	0.613929064809128	1	1	1	0.168831168831169	0.684941414725879
Group_2061_1	22982	pds5a	PDS5 cohesin associated factor A	chr10	35079805	35113696	1	11	1	3	0	-0.0833333333333334	1	1	1	1	0	-0.5	NA	NA	0.639994010577447	NA	0.416666666666667	0.907854766382179
Group_2063_0	1967	dnajc6	DnaJ heat shock protein family (Hsp40) member C6	chr17	23712827	23753567	0.698275697531118	10	22	2	9	0.130681818181818	0.626600284495021	10	25	2	3	-0.114285714285714	0.378391745169084	1	1	0.755496874928883	0.244967532467532	0.78504267322436
Group_2065_0	13992	sgtb	small glutamine rich tetratricopeptide repeat containing beta%2C transcript variant X1	chr8	20197483	20224495	1	6	13	1	2	-0.0175438596491228	1	6	16	1	3	0.0227272727272727	0.981021780631533	1	1	1	-0.0402711323763955	0.317807030232895
Group_2067_0	30854	xrn1	5'-3' exoribonuclease 1%2C transcript variant X1	chr5	44693498	44719740	0.0948840721727676	25	45	1	10	0.266233766233766	0.0391215843914511	26	45	3	20	0.235762400489896	0.333156768711758	1	0.999999999999999	0.999999999999999	0.03047136574387	0.450166353247505
Group_2067_1	28610	xrn2	5'-3' exoribonuclease 2	chr1	58436330	58475156	1	9	12	1	2	0.0952380952380952	1	9	14	1	3	0.141304347826087	0.981061500949736	1	1	1	-0.0460662525879918	0.306379285404311
Group_2068_1	3300	pecam1	platelet/endothelial cell adhesion molecule 1 [Source:ZFIN%3BAcc:ZDB-GENE-130530-689]	chr6	41039215	41056807	0.189624261568733	21	21	3	9	0.25	0.253099393109311	24	22	2	6	0.271739130434783	0.795624981446812	1	1	1	-0.021739130434783	0.349920439751193
Group_207_0	8437	cpxm1a	carboxypeptidase X (M14 family)%2C member 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-5284]	chr18	14465612	14479176	0.593984962406015	9	9	1	3	0.25	0.661835748792271	11	10	5	2	-0.19047619047619	0.487271873466186	1	1	0.390749903620414	0.44047619047619	0.91769130623463
Group_207_1	31601	cpxm1	carboxypeptidase X%2C M14 family member 1 [Source:HGNC Symbol%3BAcc:HGNC:15771]	chr2	45022319	45045792	0.602683178534572	7	8	1	3	0.216666666666667	1	8	9	1	0	-0.529411764705882	0.37635410886896	1	1	0.819476976777521	0.746078431372549	0.987415015188775
Group_207_4	11513	cpda	carboxypeptidase D%2C a [Source:ZFIN%3BAcc:ZDB-GENE-081112-2]	chr7	19389920	19406425	0.358441558441559	38	35	1	4	0.320547945205479	1	40	37	8	7	-0.0138528138528139	0.154238092856692	1	1	0.436274928840529	0.334400759058293	0.863590337046145
Group_207_6	3836	cpz	carboxypeptidase Z [Source:ZFIN%3BAcc:ZDB-GENE-090313-267]	chr8	57865051	57874440	0.639558976492615	5	13	3	4	-0.150793650793651	1	5	15	1	3	0	0.737261829223018	1	1	1	-0.150793650793651	0.179372197309417
Group_207_8	23761	aebp1	AE binding protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-2390]	chr8	50053523	50091052	0.259313767433901	8	13	2	10	0.214285714285714	1	8	17	3	5	-0.055	0.493634622711729	1	0.903218567690641	0.598161452683528	0.269285714285714	0.806885577896716
Group_207_9	11450	si:ch1073-459j12.1	si:ch1073-459j12.1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8546]	chr19	12482706	12495117	0.0535421190174155	40	31	7	16	0.259032455603184	0.117817015900742	44	42	5	12	0.217510259917921	0.503670877279283	1	0.626730904929753	1	0.041522195685263	0.469839432952408
Group_2075_0	17588	hadhab	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein)%2C alpha subunit b [Source:ZFIN%3BAcc:ZDB-GENE-041111-204]	chr18	16725735	16737128	1	7	17	3	9	0.0416666666666667	0.394261597853824	7	20	3	4	-0.169312169312169	0.549710669096821	1	0.999999999999999	0.767094279456461	0.210978835978836	0.746564443801533
Group_2075_2	24437	ehhadh	enoyl-CoA%2C hydratase/3-hydroxyacyl CoA dehydrogenase	chr9	14633400	14649616	0.419215694182541	17	28	10	10	-0.122222222222222	1	24	32	2	3	0.0285714285714285	0.0151185317873079	0.798174681147354	0.754417390208943	1	-0.150793650793651	0.179516852307247
Group_2077_1	3785	bod1l1	biorientation of chromosomes in cell division 1 like 1%2C transcript variant X1	chr2	50660981	50676394	0.393237665832808	61	42	20	9	-0.0974221627050553	0.759783392250597	66	48	8	4	-0.087719298245614	0.0568606087481421	1	0.95183790215535	1	-0.0097028644594413	0.370172139447418
Group_2078_0	6111	si:ch211-1e14.1	si:ch211-1e14.1 [Source:ZFIN%3BAcc:ZDB-GENE-050420-149]	chr4	10670550	10720289	1	42	41	12	11	-0.0157150340492405	1	52	46	9	8	0.00120048019207686	0.595535508103554	1	0.856661961064533	1	-0.0169155142413174	0.357442499638362
Group_2079_0	5711	usp25	ubiquitin specific peptidase 25%2C transcript variant X1	chr14	33286962	33341099	0.456498085655394	12	21	2	9	0.181818181818182	1	11	25	4	8	-0.0277777777777777	0.814637346870362	1	0.798245293666946	0.725352589565874	0.20959595959596	0.745117893823232
Group_208_11	14450	slitrk1	SLIT and NTRK like family member 1	chr9	56855570	56857657	1	7	21	2	7	0.0277777777777778	1	8	23	1	4	0.0580645161290322	0.730169751975125	1	1	1	-0.0302867383512544	0.333719079994214
Group_208_2	27219	slitrk2	SLIT and NTRK like family member 2	NORv12scf34051	123968	126637	0.187358293409042	14	37	4	3	-0.296918767507003	0.68325568201779	15	38	3	5	-0.0919811320754717	0.892890172300873	1	1	0.808732541377157	-0.204937635431531	0.13250397801244
Group_208_3	2568	slitrk3	SLIT and NTRK like family member 3%2C transcript variant X3	chr7	13124754	13127468	0.155555555555556	5	19	2	1	-0.458333333333333	0.0760389036251105	6	19	3	1	-0.51	0.974337893405277	1	1	1	0.051666666666667	0.488355272674671
Group_208_5	8686	slitrk6	SLIT and NTRK like family member 6	chr9	55744492	55746981	0.393856421665098	8	17	1	7	0.195	0.252016129032258	9	21	2	1	-0.366666666666667	0.150247539923032	1	1	0.299994470677225	0.561666666666667	0.958194705627079
Group_2081_0	13961	xpnpep2	X-prolyl aminopeptidase (aminopeptidase P) 2%2C membrane-bound	chr8	18241700	18276221	0.688733411072242	11	11	3	5	0.125	0.51535139143593	11	12	5	9	0.12111801242236	0.809591497289271	1	1	1	0.00388198757763999	0.406046578909301
Group_2088_0	6515	suv420h1	suppressor of variegation 4-20 homolog 1 (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-041114-22]	chr11	8701887	8707598	0.346153846153846	8	17	1	0	-0.68	0.532019704433498	8	19	1	1	-0.203703703703704	0.813274857541552	1	0.999999999999999	1	-0.476296296296296	0.0308115145378273
Group_2088_1	25204	suv420h2	suppressor of variegation 4-20 homolog 2 (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-080523-2]	chr3	7897811	7911843	0.0793756611669608	81	65	12	20	0.179794520547945	0.225573068918364	85	74	7	12	0.166170142336975	0.262014409508831	1	0.811238122546938	1	0.01362437821097	0.423260523651092
Group_209_0	31128	nbeaa	neurobeachin a [Source:ZFIN%3BAcc:ZDB-GENE-050320-68]	chr15	27758072	27915025	0.339202036374651	11	70	2	34	0.0802469135802469	0.411264663878442	15	83	3	9	-0.0969387755102041	0.00100558839590035	0.245716488421945	0.909957554633616	0.172571128776854	0.177185689090451	0.698394329524085
Group_209_1	7729	lrba	LPS responsive beige-like anchor protein	chr10	33610578	33849060	1	34	95	7	19	-0.00566487775790098	0.395958391586287	33	104	6	12	-0.0924574209245742	0.55606531817092	1	0.775839297448035	0.902747384885306	0.0867925431666732	0.55345002169825
Group_209_2	6590	lyst	lysosomal trafficking regulator%2C transcript variant X2	chr6	1534710	1631802	1	57	85	14	22	0.0125195618153365	0.837587305254447	62	110	11	18	-0.0188452285485164	0.425197001837662	1	0.530350958455089	1	0.0313647903638529	0.451323593230146
Group_209_4	15594	wdfy3	WD repeat and FYVE domain containing 3 [Source:ZFIN%3BAcc:ZDB-GENE-070705-153]	chr15	7501167	7554493	0.552104362768026	13	74	3	30	0.0585161964472309	0.54302286179882	15	78	5	18	-0.0561009817671809	0.29798822804033	1	0.989055094062614	0.345897766558465	0.114617178214412	0.599884276001736
Group_209_5	20624	nsmaf	neutral sphingomyelinase activation associated factor	chr10	21394170	21410295	0.703587319243604	6	13	3	10	0.0850202429149797	1	6	15	2	7	0.0634920634920635	0.847410332005579	1	1	1	0.0215281794229162	0.436858093447129
Group_209_6	6015	nbeal2	neurobeachin-like 2 [Source:ZFIN%3BAcc:ZDB-GENE-100922-283]	chr7	11954611	12222270	0.378321499110816	79	92	1	4	0.261988304093567	0.39208769800773	76	92	4	9	0.144688644688645	0.294308307343854	1	0.945383673960585	1	0.117299659404922	0.605236510921452
Group_209_7	14816	nbeal1	neurobeachin like 1	chr1	61080289	61140863	0.63314469611888	24	82	8	22	-0.040251572327044	0.192468778090844	30	89	9	13	-0.156990068754775	0.356489602989583	1	0.768792584200788	0.433925243984182	0.116738496427731	0.603789960943151
Group_2090_0	23429	si:ch73-45o6.2	si:ch73-45o6.2 [Source:ZFIN%3BAcc:ZDB-GENE-091204-142]	chr2	57342962	57371218	0.592931503511557	25	43	8	10	-0.076797385620915	0.154551578192507	29	47	1	9	0.281578947368421	0.113022302978505	1	1	0.147694095374865	-0.358376332989336	0.0581513091277304
Group_2090_1	18798	atg2b	autophagy related 2B%2C transcript variant X2	chr16	49522835	49534536	0.0350715605269745	36	39	2	11	0.326153846153846	0.158030651671167	35	45	10	5	-0.229166666666667	0.0510213255975497	1	0.711815098565658	0.0186803259005225	0.555320512820513	0.957182120642268
Group_2093_1	12702	gigfy2	GRB10 interacting GYF protein 2 [Source:ZFIN%3BAcc:ZDB-GENE-050706-185]	chr5	35167335	35179948	0.656292179204679	10	26	1	6	0.134920634920635	1	10	27	1	4	0.0702702702702703	0.938759555770808	1	1	1	0.0646503646503647	0.513091277303631
Group_2094_1	8335	atxn2	ataxin 2%2C transcript variant X1	chr19	30712410	30738353	0.253654033540182	14	15	2	7	0.260536398467433	0.0135745404955287	22	18	1	9	0.45	0.797289950972198	1	0.758230222100815	0.92075891093655	-0.189463601532567	0.144510342832345
Group_2099_1	10513	paqr6	progestin and adipoQ receptor family member VI [Source:ZFIN%3BAcc:ZDB-GENE-090714-1]	chr3	35955328	35978157	1	4	9	2	3	-0.0923076923076923	1	4	9	1	2	-0.0256410256410256	0.936681620286648	1	1	1	-0.0666666666666667	0.280052075799219
Group_21_12	22978	melk	maternal embryonic leucine zipper kinase%2C transcript variant X2	chr10	35342068	35352093	0.655151231170369	26	14	3	3	0.15	0.631250525607602	27	16	2	2	0.127906976744186	0.909681391874523	1	0.999999999999999	1	0.022093023255814	0.438449298423261
Group_21_13	8060	si:ch211-197l9.5	si:ch211-197l9.5 [Source:ZFIN%3BAcc:ZDB-GENE-091204-323]	chr1	62940370	62952865	1	23	18	9	8	0.0315638450502153	1	24	19	13	9	-0.03276955602537	0.932403591067412	1	1	0.95339616677049	0.0643334010755853	0.51251265731231
Group_21_16	8104	trib2	tribbles pseudokinase 2%2C transcript variant X1	chr1	64109832	64115541	1	6	10	1	3	0.125	1	5	11	2	5	0.0267857142857143	0.857512067761666	1	1	1	0.0982142857142857	0.573412411398814
Group_21_17	21849	trib1	tribbles pseudokinase 1 [Source:ZFIN%3BAcc:ZDB-GENE-091207-4]	chr1	44286410	44293732	1	6	5	1	1	0.0454545454545454	1	6	5	2	3	0.145454545454545	0.793012550960939	1	1	1	-0.0999999999999996	0.234630406480544
Group_21_18	14267	trib3	tribbles pseudokinase 3 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2609]	chr14	41246116	41281417	1	3	5	1	2	0.0416666666666667	0.444444444444444	3	5	1	0	-0.625	0.610986383820185	1	1	1	0.666666666666667	0.97511934037321
Group_21_21	22286	camkk1b	calcium/calmodulin-dependent protein kinase kinase 1%2C alpha b [Source:ZFIN%3BAcc:ZDB-GENE-080722-13]	chr7	35593987	35625803	1	12	10	2	1	-0.121212121212121	0.160248447204969	12	8	1	4	0.4	0.501961556946613	1	0.964430822185615	0.571607644953331	-0.521212121212121	0.0211196296832056
Group_21_22	17411	camkk1a	calcium/calmodulin-dependent protein kinase kinase 1%2C alpha a [Source:ZFIN%3BAcc:ZDB-GENE-050327-62]	chr15	31748005	31790173	1	13	14	3	4	0.0529100529100529	0.62908787541713	12	16	1	3	0.178571428571429	0.739430676553223	1	0.902018534274928	1	-0.125661375661376	0.205699406914509
Group_21_25	28714	pask	PAS domain containing serine/threonine kinase%2C transcript variant X1	chr5	38571316	38579604	0.0506710401904936	21	15	3	10	0.352564102564103	0.733587196727567	23	24	4	6	0.0893617021276595	0.436430250446243	1	0.529853829652144	0.676442020724921	0.263202400436443	0.80182265297266
Group_21_29	11395	ulk1a	unc-51 like autophagy activating kinase 1a [Source:ZFIN%3BAcc:ZDB-GENE-080723-31]	chr19	10561613	10572418	1	11	21	3	7	0.04375	0.636614989631678	14	23	2	2	-0.121621621621622	0.331669565443484	1	0.962265050297702	0.92972430581298	0.165371621621622	0.675683494864748
Group_21_32	13268	stk36	serine/threonine kinase 36%2C transcript variant X1	chr15	13728290	13743648	0.13236426864134	39	38	6	14	0.206493506493506	1	43	43	7	8	0.0333333333333333	0.544440762214912	1	1	0.511561767121652	0.173160173160173	0.692608129610878
Group_21_35	15110	plk4	polo like kinase 4	chr18	28018356	28026003	0.651401140899276	7	21	1	7	0.125	0.236637514753729	9	22	1	11	0.206989247311828	0.908634895340223	1	0.956402820328965	0.999999999999999	-0.081989247311828	0.257919861131202
Group_21_36	17663	plk1	polo like kinase 1	chr4	44615864	44619321	0.113969256066756	9	13	1	9	0.309090909090909	0.432211003679302	10	14	2	8	0.216666666666667	0.93574379178852	1	1	1	0.092424242424242	0.562418631563721
Group_21_41	7019	brsk1	si:ch211-255p10.4 [Source:ZFIN%3BAcc:ZDB-GENE-121214-354]	chr6	62349323	62376210	0.409164121221658	11	26	1	8	0.186186186186186	0.391146146019717	8	28	3	5	-0.152777777777778	0.532597413682521	1	0.642577790548813	0.479236183870342	0.338963963963964	0.866338782004918
Group_21_49	7613	si:ch211-117c9.1	si:ch211-117c9.1 [Source:ZFIN%3BAcc:ZDB-GENE-110411-282]	chr13	22957193	22970295	1	15	9	4	3	0.0535714285714286	0.702900848062138	17	12	4	5	0.14176245210728	0.950960103348924	1	0.995753250016776	1	-0.0881910235358514	0.248517286272241
Group_21_53	14687	sik3	SIK family kinase 3%2C transcript variant X1	chr15	451553	546967	0.668720243003798	25	56	1	6	0.165784832451499	0.0669723881198998	22	59	8	7	-0.261728395061728	0.141440284590544	1	0.729154918198391	0.204249965330813	0.427513227513227	0.912628381310574
Group_21_54	25208	sik2a	salt-inducible kinase 2a [Source:ZFIN%3BAcc:ZDB-GENE-070705-451]	chr3	7391945	7455065	0.586021505376344	9	20	2	2	-0.189655172413793	1	11	22	1	1	-0.166666666666667	0.824495450283584	1	1	1	-0.022988505747126	0.34746130478808
Group_21_56	16995	si:dkey-31m14.7	si:dkey-31m14.7 [Source:ZFIN%3BAcc:ZDB-GENE-121214-92]	chr7	40607052	40635100	0.428571428571428	11	16	1	0	-0.592592592592593	0.512820512820513	7	18	1	1	-0.22	0.57469050657406	1	0.500838581145825	1	-0.372592592592593	0.0543902791841458
Group_21_6	14188	nim1k	NIM1 serine/threonine protein kinase	chr19	28870533	28886494	0.527272727272727	6	13	2	1	-0.350877192982456	0.619565217391304	8	13	3	2	-0.219047619047619	0.921277106013239	1	0.920682872459291	1	-0.131829573934837	0.200202516996962
Group_21_7	21791	loc107383581		chr5	27792816	27794790	0.575757575757576	4	4	1	3	0.25	0.622069107363225	5	5	2	5	0.214285714285714	0.97768376404577	1	1	1	0.035714285714286	0.459424273108636
Group_21_9	159	snrkb	SNF related kinase b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1724]	chr4	6045498	6068906	0.449568147614997	10	16	2	7	0.162393162393162	0.733788293298861	11	17	5	6	-0.0616883116883117	0.746313382117037	1	1	0.540193972310734	0.224081474081474	0.763055113554173
Group_210_0	29639	neurod2	neurogenic differentiation 2 [Source:ZFIN%3BAcc:ZDB-GENE-010608-3]	chr3	11025150	11037213	0.600032320620556	4	7	1	5	0.196969696969697	0.55	5	8	2	1	-0.282051282051282	0.369017430395979	1	1	0.453254704753736	0.479020979020979	0.932735426008969
Group_210_1	6270	neurod2	neurogenic differentiation 2 [Source:ZFIN%3BAcc:ZDB-GENE-010608-3]	chr16	27167445	27183844	0.117389060887513	4	11	3	1	-0.483333333333333	1	5	11	2	4	-0.0208333333333333	0.593040499122311	1	1	0.518605016428726	-0.4625	0.0329813395052799
Group_210_7	25810	atoh1a	atonal bHLH transcription factor 1a [Source:ZFIN%3BAcc:ZDB-GENE-990415-17]	chr19	26521832	26523021	0.361455108359133	6	9	5	2	-0.314285714285714	0.154952598888526	7	11	4	1	-0.411111111111111	0.873323728768866	1	1	1	0.096825396825397	0.570808621437871
Group_2102_1	12102	osgin2	oxidative stress induced growth inhibitor family member 2	chr3	53067325	53073224	1	9	13	3	6	0.0757575757575758	0.624672254886382	12	15	1	4	0.244444444444444	0.581578953880438	1	1	1	-0.168686868686868	0.161579632576306
Group_2105_0	4420	lrmp	lymphoid-restricted membrane protein [Source:ZFIN%3BAcc:ZDB-GENE-041210-152]	chr2	27135363	27177690	0.229556161079046	32	23	5	8	0.197202797202797	0.768910511239322	33	31	6	7	0.0540865384615384	0.84884098062184	1	0.590264114562587	1	0.143116258741259	0.644004050339939
Group_2108_0	29663	cc2d1b	coiled-coil and C2 domain containing 1B	chr5	25101624	25115927	0.700273030640105	14	13	6	3	-0.148148148148148	0.328185328185328	19	15	1	3	0.308823529411765	0.21944269568227	1	0.95604167568887	0.430602787471497	-0.456971677559913	0.0344278894835817
Group_2109_0	10563	eprs	glutamyl-prolyl-tRNA synthetase%2C transcript variant X1	chr15	22506418	22541733	1	27	55	2	5	0.0435540069686411	0.328498645406817	29	54	2	9	0.167579408543264	0.780053823290556	1	0.913508768833929	1	-0.124025401574623	0.208013886879792
Group_2109_1	7187	qars	glutaminyl-tRNA synthetase	chr13	33483525	33491603	1	8	22	2	7	0.0444444444444445	1	9	25	1	3	0.0147058823529412	0.537677992624208	1	1	1	0.0297385620915033	0.449009113264863
Group_211_5	1804	hnrnpa3	heterogeneous nuclear ribonucleoprotein A3%2C transcript variant X1	chr9	19282448	19443177	0.631093544137022	4	12	1	7	0.125	1	5	15	1	2	-0.0833333333333333	0.361460042306907	1	1	0.999999999999999	0.208333333333333	0.743382033849269
Group_2110_0	29863	map3k14a	mitogen-activated protein kinase kinase kinase 14a [Source:ZFIN%3BAcc:ZDB-GENE-120215-80]	chr7	20897354	20913884	0.426649852879361	31	28	2	4	0.192090395480226	1	35	29	7	5	-0.0364583333333334	0.511615747465141	1	0.954242364485852	0.617075077451974	0.228548728813559	0.768118038478229
Group_2112_0	21929	mfsd1	major facilitator superfamily domain containing 1%2C transcript variant X1	chr7	32911318	32931393	0.316770186335404	10	8	1	4	0.355555555555556	0.378260869565217	11	8	2	4	0.245614035087719	0.9603785451735	1	1	1	0.109941520467837	0.591928251121076
Group_2113_0	16843	rhpn2	rhophilin%2C Rho GTPase binding protein 2%2C transcript variant X1	chr3	15000420	15046631	0.677983486332633	10	20	3	4	-0.0952380952380952	1	10	20	1	3	0.0833333333333333	0.796917427025825	1	1	1	-0.178571428571428	0.153478952697816
Group_2113_1	3606	rhpn1	rhophilin%2C Rho GTPase binding protein 1	chr17	30716493	30732749	0.503793997696437	13	18	6	5	-0.126099706744868	0.235221920296487	14	16	5	13	0.188888888888889	0.331776741388991	1	0.909148061208989	0.295046367063655	-0.314988595633757	0.075220598871691
Group_2116_1	4466	tmem59l	transmembrane protein 59 like	chr17	7367911	7385815	1	2	9	1	2	-0.151515151515151	1	2	7	1	2	-0.111111111111111	0.992227378596983	1	0.999999999999999	1	-0.04040404040404	0.317662375235064
Group_2117_1	1006	hnrnpm	heterogeneous nuclear ribonucleoprotein M [Source:ZFIN%3BAcc:ZDB-GENE-030131-6898]	chr17	12384191	12392404	0.192063657166632	12	6	2	4	0.333333333333333	0.133333333333333	13	7	1	4	0.45	0.933972027108929	1	1	1	-0.116666666666667	0.215825256762621
Group_2118_0	14321	rnf40	ring finger protein 40%2C E3 ubiquitin protein ligase	chr16	18091598	18111583	1	7	13	1	1	-0.15	1	7	14	1	1	-0.166666666666667	0.999522190705818	1	1	1	0.016666666666667	0.428612758570809
Group_2118_1	17311	rnf20	ring finger protein 20	chr11	36973631	36983600	0.726918401398379	9	14	4	9	0.0836120401337793	1	10	15	2	4	0.0666666666666667	0.509343429525678	1	1	0.999999999999999	0.0169453734671126	0.428757413568639
