OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end
Group_5598_0	000149	xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	chr9	14396362	14413481
Group_139_14	000151	si:ch211-167j6.4	si:ch211-167j6.4 [Source:ZFIN%3BAcc:ZDB-GENE-070912-146]	chr9	14723810	14736281
Group_23_36	000156	chl1a	cell adhesion molecule L1-like a [Source:ZFIN%3BAcc:ZDB-GENE-090313-201]	chr13	15148104	15192578
Group_9229_1	000158	si:ch211-172l8.4	si:ch211-172l8.4 [Source:ZFIN%3BAcc:ZDB-GENE-131127-224]	chr4	5944393	5948465
Group_21_9	000159	snrkb	SNF related kinase b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1724]	chr4	6045498	6068906
Group_2302_1	000160	kiaa1549la	KIAA1549-like a [Source:ZFIN%3BAcc:ZDB-GENE-061207-55]	chr4	6376431	6547737
Group_657_2	000162	nsdhl	NAD(P) dependent steroid dehydrogenase-like	chr2	69033800	69044609
Group_1038_3	000163	zgc:66447	zgc:66447 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4748]	chr2	68793110	68801346
Group_919_0	000164	st3gal3b	ST3 beta-galactoside alpha-2%2C3-sialyltransferase 3b [Source:ZFIN%3BAcc:ZDB-GENE-050411-13]	chr2	68439957	68556663
Group_75_10	000165	erf	ETS2 repressor factor [Source:HGNC Symbol%3BAcc:HGNC:3444]	chr12	19113053	19166705
Group_1708_2	000170	rcor3	REST corepressor 3	chr10	41382826	41422121
Group_185_6	000173	osbpl3b	oxysterol binding protein-like 3b [Source:ZFIN%3BAcc:ZDB-GENE-090109-1]	chr3	13215447	13297463
Group_2011_1	000176	ncor2	nuclear receptor corepressor 2%2C transcript variant X1	chr19	10213884	10309909
Group_1422_2	000179	mvb12bb	multivesicular body subunit 12Bb [Source:ZFIN%3BAcc:ZDB-GENE-080414-2]	chr19	11758428	11919299
Group_1654_2	000181	zgc:123275	zgc:123275 [Source:ZFIN%3BAcc:ZDB-GENE-051113-96]	chr19	13060276	13073375
Group_2000_1	000184	si:ch211-189e2.3	si:ch211-189e2.3 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6454]	chr18	16358283	16379976
Group_621_4	017605	sash1	SAM and SH3 domain containing 1 [Source:HGNC Symbol%3BAcc:HGNC:19182]	chr18	16163177	16204283
Group_6_70	000187	mast1a	microtubule associated serine/threonine kinase 1a [Source:ZFIN%3BAcc:ZDB-GENE-121214-221]	chr10	44311236	44396092
Group_1680_0	000193	aifm4	apoptosis-inducing factor%2C mitochondrion-associated%2C 4 [Source:ZFIN%3BAcc:ZDB-GENE-070112-2282]	chr7	19552887	19562977
Group_594_4	000195	pbx4	pre-B-cell leukemia homeobox 4%2C transcript variant X1	chr3	2190322	2227624
Group_41_6	000197	cr394535.1	unknown	chr3	1552459	1558929
Group_497_3	000199	unc13c	unc-13 homolog C [Source:HGNC Symbol%3BAcc:HGNC:23149]	chr9	34505919	34626825
Group_718_4	000201	vwa7	von Willebrand factor A domain containing 7	chr9	32803167	32818502
Group_927_1	017265	ankib1b	ankyrin repeat and IBR domain containing 1b [Source:ZFIN%3BAcc:ZDB-GENE-100920-6]	chr3	17267575	17319066
Group_148_11	000206	slc12a1	solute carrier family 12 member 1	chr11	33733096	33754488
Group_2117_0	000207	myef2	myelin expression factor 2%2C transcript variant X1	chr11	33762320	33779451
Group_952_2	000209	atg4db	autophagy related 4D%2C cysteine peptidase b [Source:ZFIN%3BAcc:ZDB-GENE-131025-1]	chr6	60612433	60621039
Group_737_0	000212	fhod3b	formin homology 2 domain containing 3b [Source:ZFIN%3BAcc:ZDB-GENE-081028-61]	chr3	14656715	14791011
Group_51_32	000216	sp1	sp1 transcription factor [Source:ZFIN%3BAcc:ZDB-GENE-030131-2829]	NORv12scf29082	1678	4661
Group_19_12	000235	cdk20	cyclin-dependent kinase 20	NORv12scf29430	47	819
Group_1982_1	000244	si:dkey-177p2.18	si:dkey-177p2.18 [Source:ZFIN%3BAcc:ZDB-GENE-130603-12]	chr1	68005384	68017295
Group_1283_0	000247	vegfab	vascular endothelial growth factor Ab [Source:ZFIN%3BAcc:ZDB-GENE-030131-4605]	chr1	69391428	69424940
Group_8168_0	000249	zgc:194626	zgc:194626 [Source:ZFIN%3BAcc:ZDB-GENE-081022-131]	chr1	14352037	14353952
Group_555_3	000263	ctse	cathepsin E [Source:HGNC Symbol%3BAcc:HGNC:2530]	chr2	644465	659025
Group_8854_0	000266	loc107375060		chr8	17157149	17175626
Group_2641_0	000273	wdr45b	WD repeat domain 45B [Source:ZFIN%3BAcc:ZDB-GENE-040426-863]	chr10	19845971	19904591
Group_18_33	000296	loc107377160		chr1	24262201	24266421
Group_3212_2	000299	mtch1	mitochondrial carrier 1	NORv12scf30751	75	3852
Group_2804_1	000334	sirt5	sirtuin 5%2C transcript variant X1	NORv12scf31472	2031	7424
Group_502_6	000340	si:ch73-267c23.10	si:ch73-267c23.10 [Source:ZFIN%3BAcc:ZDB-GENE-160114-59]	NORv12scf31524	308	3059
Group_7488_1	000367	si:ch211-207e14.4	si:ch211-207e14.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-3405]	NORv12scf31940	24	7373
Group_159_2	000369	loc107376155		chr6	48947982	48993582
Group_808_1	000370	piezo1	piezo type mechanosensitive ion channel component 1%2C transcript variant X1	chr6	49128994	49306277
Group_170_12	000375	slc25a24l	solute carrier family 25 (mitochondrial carrier%3B phosphate carrier)%2C member 24%2C like [Source:ZFIN%3BAcc:ZDB-GENE-040923-1]	chr5	25021256	25023934
Group_198_9	000423	mxa	myxovirus (influenza) resistance A [Source:ZFIN%3BAcc:ZDB-GENE-030721-5]	NORv12scf32715	3	11218
Group_8252_1	000441	mbd6	methyl-CpG binding domain protein 6%2C transcript variant X2	chr13	12185540	12189755
Group_1236_2	000442	ndufa4l2a	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex%2C 4-like 2a [Source:ZFIN%3BAcc:ZDB-GENE-070912-358]	chr13	12150609	12154456
Group_52_30	000443	cacna1db	calcium channel%2C voltage-dependent%2C L type%2C alpha 1D subunit%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040525-3]	chr13	11844165	11928322
Group_188_10	000446	itga4	integrin alpha 4 [Source:ZFIN%3BAcc:ZDB-GENE-110411-108]	chr13	9803215	9861840
Group_684_2	000454	tnrc6b	trinucleotide repeat containing 6B [Source:HGNC Symbol%3BAcc:HGNC:29190]	chr6	57563264	57584716
Group_7233_1	000455	si:dkey-167k11.5	si:dkey-167k11.5 [Source:ZFIN%3BAcc:ZDB-GENE-091204-218]	chr6	58445108	58460593
Group_3017_0	010570	stc2b	stanniocalcin 2b [Source:ZFIN%3BAcc:ZDB-GENE-120203-5]	chr15	23245409	23253779
Group_6909_1	000472	crls1	cardiolipin synthase 1	chr6	32265361	32268076
Group_124_2	000493	nlgn1	neuroligin 1	chr16	44174425	44348575
Group_3_16	000514	ccr9b	chemokine (C-C motif) receptor 9b [Source:ZFIN%3BAcc:ZDB-GENE-070301-3]	chr10	18626902	18627931
Group_13_53	000523	klhl32	kelch-like family member 32 [Source:ZFIN%3BAcc:ZDB-GENE-070209-47]	NORv12scf33692	7016	25625
Group_110_17	000525	sox14	SRY-box 14 [Source:HGNC Symbol%3BAcc:HGNC:11193]	chr18	11589182	11589888
Group_1835_0	000538	loc107395311		NORv12scf33773	18443	29781
Group_904_1	000545	fam65c	family with sequence similarity 65 member C%2C transcript variant X2	chr14	39243462	39346178
Group_416_0	000568	cacnb4a	calcium channel%2C voltage-dependent%2C beta 4a subunit [Source:ZFIN%3BAcc:ZDB-GENE-080320-2]	chr9	30330095	30384266
Group_497_2	000581	unc13b	unc-13 homolog B (C. elegans)	chr8	44522249	44597741
Group_5088_1	000582	neil1	nei like DNA glycosylase 1%2C transcript variant X4	chr4	24808490	24832346
Group_8641_0	000584	fam228a	family with sequence similarity 228%2C member A [Source:ZFIN%3BAcc:ZDB-GENE-041014-83]	chr14	60232688	60233384
Group_473_3	000600	eps8	epidermal growth factor receptor pathway substrate 8%2C transcript variant X1	chr2	1041775	1133273
Group_11_49	000602	v2rl1	vomeronasal 2 receptor%2C l1 [Source:ZFIN%3BAcc:ZDB-GENE-050419-65]	chr7	10577928	10590706
Group_461_6	000611	fam46c	family with sequence similarity 46 member C%2C transcript variant X2	chr9	34823160	34836702
Group_4336_0	000616	stip1	stress-induced phosphoprotein 1 [Source:ZFIN%3BAcc:ZDB-GENE-041121-17]	chr15	22297099	22361875
Group_1376_1	000618	adssl	adenylosuccinate synthase%2C like [Source:ZFIN%3BAcc:ZDB-GENE-020419-28]	chr15	21438842	21443611
Group_999_2	000622	adgra1	adhesion G protein-coupled receptor A1	NORv12scf34035	21968	176430
Group_1952_1	000631	cited4a	Cbp/p300-interacting transactivator%2C with Glu/Asp-rich carboxy-terminal domain%2C 4a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7661]	chr12	2809155	2874011
Group_309_2	000634	loc107382734		chr10	19971450	20102002
Group_101_1	000647	tll1	tolloid-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-041020-1]	chr4	36995474	37064738
Group_1252_0	000648	stox2a	storkhead box 2a [Source:ZFIN%3BAcc:ZDB-GENE-090313-101]	chr4	36933227	36989638
Group_1037_2	000650	zmiz2	zinc finger MIZ-type containing 2%2C transcript variant X2	chr8	48852314	48899682
Group_53_27	000651	rras	related RAS viral (r-ras) oncogene homolog	chr8	48997160	49006486
Group_56_25	000663	rhogb	ras homolog family member Gb [Source:ZFIN%3BAcc:ZDB-GENE-030131-8877]	chr15	39608494	39640146
Group_1237_3	000664	timd4	T-cell immunoglobulin and mucin domain containing 4 [Source:ZFIN%3BAcc:ZDB-GENE-080303-10]	chr15	39647186	39685086
Group_829_0	000673	usp34	ubiquitin specific peptidase 34%2C transcript variant X1	chr10	47418263	47528117
Group_8507_0	000676	si:ch211-269k10.5	si:ch211-269k10.5 [Source:ZFIN%3BAcc:ZDB-GENE-131121-638]	chr15	14669385	14670554
Group_9627_0	000679	unknown		chr1	40113687	40114031
Group_3400_0	017394	exoc3l4	exocyst complex component 3-like 4 [Source:ZFIN%3BAcc:ZDB-GENE-081028-71]	chr18	5124200	5151731
Group_7_39	000684	loc107393673		chr8	61318329	61349295
Group_0_84	000685	zbtb45	zinc finger and BTB domain containing 45 [Source:HGNC Symbol%3BAcc:HGNC:23715]	chr10	48776072	48796476
Group_496_0	000686	ebf1	early B-cell factor 1%2C transcript variant X1	NORv12scf34163	82371	147018
Group_1023_1	000690	sox6	SRY-box 6 [Source:HGNC Symbol%3BAcc:HGNC:16421]	chr4	37510617	37617225
Group_33_33	000695	tspan5b	tetraspanin 5b [Source:ZFIN%3BAcc:ZDB-GENE-041212-12]	chr8	3161033	3174820
Group_114_8	000699	dhx34	DEAH-box helicase 34	chr7	27364148	27373075
Group_2060_1	000701	cemip	cell migration inducing protein%2C hyaluronan binding [Source:ZFIN%3BAcc:ZDB-GENE-130103-7]	NORv12scf34180	76447	231021
Group_5762_0	000702	eif3i	eukaryotic translation initiation factor 3%2C subunit I [Source:ZFIN%3BAcc:ZDB-GENE-040426-1922]	NORv12scf34183	184135	197433
Group_22_25	000707	camk2b	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol%3BAcc:HGNC:1461]	chr8	49143625	49206373
Group_112_0	000710	epb41l1	erythrocyte membrane protein band 4.1 like 1 [Source:HGNC Symbol%3BAcc:HGNC:3378]	chr14	9618562	9781523
Group_2603_0	000712	txnl4a	thioredoxin like 4A	chr5	4371619	4372256
Group_252_4	000713	usp21	ubiquitin specific peptidase 21 [Source:ZFIN%3BAcc:ZDB-GENE-100210-3]	chr13	22291985	22296849
Group_1723_3	000715	ldlrap1a	low density lipoprotein receptor adaptor protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-030328-13]	chr5	2446579	2473603
Group_1791_1	000720	si:dkey-25g12.4	si:dkey-25g12.4 [Source:ZFIN%3BAcc:ZDB-GENE-160113-73]	chr18	26593027	26610282
Group_304_6	000724	mcm7	minichromosome maintenance complex component 7%2C transcript variant X1	chr2	50632139	50640550
Group_2870_1	000731	hormad1	HORMA domain containing 1 [Source:ZFIN%3BAcc:ZDB-GENE-040718-49]	chr3	39956446	39973217
Group_192_5	000732	gnrhr1	gonadotropin releasing hormone receptor 1 [Source:ZFIN%3BAcc:ZDB-GENE-090128-2]	chr3	40226647	40243209
Group_5094_0	000733	gatb	glutamyl-tRNA(Gln) amidotransferase%2C subunit B	chr10	33493821	33512586
Group_206_0	000736	dgkb	diacylglycerol kinase beta%2C transcript variant X1	chr3	38840375	38931909
Group_3495_0	006926	kndc1	kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol%3BAcc:HGNC:29374]	chr6	7734109	7811232
Group_14_7	000742	nr3c2	nuclear receptor subfamily 3 group C member 2%2C transcript variant X1	chr4	43889375	44023955
Group_188_1	000743	itgav	integrin%2C alpha V [Source:ZFIN%3BAcc:ZDB-GENE-060616-382]	chr9	34954901	35014300
Group_4_35	000750	rab26	RAB26%2C member RAS oncogene family [Source:HGNC Symbol%3BAcc:HGNC:14259]	chr6	47660243	47807111
Group_0_120	000752	zbtb14	zinc finger and BTB domain containing 14	chr10	47809	73046
Group_12_49	000755	csk	c-src tyrosine kinase [Source:ZFIN%3BAcc:ZDB-GENE-061103-493]	chr4	32979378	32991827
Group_39_29	000757	psmc4	proteasome 26S subunit%2C ATPase 4	chr3	34675292	34682167
Group_6_69	000761	mast1b	microtubule associated serine/threonine kinase 1b [Source:ZFIN%3BAcc:ZDB-GENE-131025-2]	chr18	1788681	1844262
Group_30_18	000763	sar1ab	secretion associated%2C Ras related GTPase 1Ab [Source:ZFIN%3BAcc:ZDB-GENE-050417-437]	chr6	27011304	27015684
Group_151_8	000765	adcy2b	adenylate cyclase 2b (brain) [Source:ZFIN%3BAcc:ZDB-GENE-060503-69]	chr5	3212629	3313446
Group_1746_1	000766	papd7	PAP associated domain containing 7	chr5	3139965	3172352
Group_2462_0	000771	synpo2lb	synaptopodin 2-like b [Source:ZFIN%3BAcc:ZDB-GENE-090828-5]	chr16	30626364	30650219
Group_3498_0	000776	tfdp1a	transcription factor Dp-1%2C a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2883]	chr9	24140917	24152132
Group_5029_0	013028	pif1	PIF1 5'-to-3' DNA helicase%2C transcript variant X1	chr11	9789091	9804729
Group_3020_1	000779	klhdc10	kelch domain containing 10	chr2	17040904	17053813
Group_1874_1	000781	prr5b	proline rich 5b (renal) [Source:ZFIN%3BAcc:ZDB-GENE-141212-324]	chr2	17645981	17654184
Group_2225_1	000783	phtf2	putative homeodomain transcription factor 2%2C transcript variant X1	chr2	18184436	18217055
Group_513_1	000786	si:ch211-264f5.6	si:ch211-264f5.6 [Source:ZFIN%3BAcc:ZDB-GENE-081104-208]	chr12	5169873	5178096
Group_1857_1	000792	dynlt1	dynein light chain Tctex-type 1	chr1	39611350	39613057
Group_432_5	000793	foxo3b	forkhead box O3b [Source:ZFIN%3BAcc:ZDB-GENE-990708-6]	chr1	39379755	39419048
Group_9_38	000794	myo10	myosin X%2C transcript variant X1	chr5	18841587	18982732
Group_593_0	000795	hlfa	hepatic leukemia factor a [Source:ZFIN%3BAcc:ZDB-GENE-061013-159]	chr3	12978092	12986889
Group_8042_0	000798	bean1	brain expressed%2C associated with NEDD4%2C 1 [Source:ZFIN%3BAcc:ZDB-GENE-141216-52]	chr3	35032814	35117559
Group_2954_0	000800	si:ch211-38m6.6	si:ch211-38m6.6 [Source:ZFIN%3BAcc:ZDB-GENE-070705-179]	chr5	51242085	51297958
Group_2055_0	000805	ankra2	ankyrin repeat family A member 2	chr13	28818155	28827348
Group_2298_1	000807	waca	WW domain containing adaptor with coiled-coil a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2624]	chr10	22694606	22740484
Group_1105_1	000809	si:ch211-285f17.1	si:ch211-285f17.1 [Source:ZFIN%3BAcc:ZDB-GENE-000607-77]	chr10	15565762	15682971
Group_6_15	000810	pkn1b	protein kinase N1b [Source:ZFIN%3BAcc:ZDB-GENE-070424-87]	chr6	61121767	61143992
Group_6715_0	000814	elp6	elongator acetyltransferase complex subunit 6	chr3	39268725	39270149
Group_2139_1	000816	cox6b2	cytochrome c oxidase subunit VIb polypeptide 2 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1566]	chr3	47217286	47217940
Group_1822_1	000817	si:dkey-40m6.14	si:dkey-40m6.14 [Source:ZFIN%3BAcc:ZDB-GENE-100921-57]	chr3	47410104	47421024
Group_573_1	019875	adgrb1a	adhesion G protein-coupled receptor B1a [Source:ZFIN%3BAcc:ZDB-GENE-060607-12]	chr15	38006189	38264038
Group_10_16	000821	gpr174	G protein-coupled receptor 174	chr1	12296773	12321769
Group_4501_0	000824	med21	mediator complex subunit 21	chr2	33297068	33303831
Group_1846_1	000828	loc107387257		chr16	40795825	40812696
Group_5625_0	000833	nudt6	nudix hydrolase 6%2C transcript variant X1	chr2	39669063	39698315
Group_152_7	000837	cabz01079039.1	unknown	chr3	6118434	6218723
Group_3171_1	000838	bcat2	branched chain amino-acid transaminase 2%2C mitochondrial [Source:ZFIN%3BAcc:ZDB-GENE-040718-425]	chr3	6240499	6264526
Group_179_12	000841	mtm1	myotubularin 1%2C transcript variant X1	chr14	46724169	46781422
Group_2301_1	000842	scrn2	secernin 2%2C transcript variant X1	chr4	47367663	47395578
Group_683_1	000843	ppp1r12c	protein phosphatase 1%2C regulatory subunit 12C [Source:ZFIN%3BAcc:ZDB-GENE-010724-11]	chr4	47316598	47339503
Group_4765_0	000845	rptor	regulatory associated protein of MTOR%2C complex 1%2C transcript variant X1	chr4	46855716	47146596
Group_5873_0	000849	neurl4	neuralized E3 ubiquitin protein ligase 4	chr1	34141211	34160268
Group_430_2	000854	tns3.2	tensin 3%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-081031-95]	chr17	28515115	28586688
Group_2914_0	000857	stx6	syntaxin 6%2C transcript variant X1	chr17	32250392	32261367
Group_5253_0	000864	tiprl	TOR signaling pathway regulator%2C transcript variant X2	chr15	11022689	11026357
Group_4322_0	007851	sytl3	synaptotagmin-like 3 [Source:ZFIN%3BAcc:ZDB-GENE-040724-150]	chr10	36247913	36250007
Group_13_65	000870	si:ch211-63p21.8	si:ch211-63p21.8 [Source:ZFIN%3BAcc:ZDB-GENE-130530-652]	chr10	35046689	35074773
Group_19_20	000875	cdk17	cyclin-dependent kinase 17 [Source:ZFIN%3BAcc:ZDB-GENE-041210-15]	chr2	35241657	35287421
Group_66_8	000876	slit3	slit homolog 3 (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-010306-4]	chr2	45600263	45925141
Group_620_2	000878	myom3	myomesin 3 [Source:ZFIN%3BAcc:ZDB-GENE-080326-1]	chr3	42687226	42810782
Group_1438_1	000886	mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	chr11	21931404	22289205
Group_1028_1	000889	glsb	glutaminase b [Source:ZFIN%3BAcc:ZDB-GENE-030616-550]	chr10	29014179	29043367
Group_3080_0	000891	lypd1	LY6/PLAUR domain containing 1 [Source:HGNC Symbol%3BAcc:HGNC:28431]	chr10	28810448	28815976
Group_5276_0	000893	zgc:171734	zgc:171734 [Source:ZFIN%3BAcc:ZDB-GENE-070928-26]	chr11	41478144	41484244
Group_807_2	000901	zeb1a	zinc finger E-box binding homeobox 1a [Source:ZFIN%3BAcc:ZDB-GENE-070912-124]	chr5	20573908	20658657
Group_99_16	000905	galnt2	polypeptide N-acetylgalactosaminyltransferase 2	chr11	39365066	39437896
Group_0_150	000908	loc107396365		chr11	39774731	39788920
Group_5986_0	000909	rpap2	RNA polymerase II associated protein 2%2C transcript variant X1	chr11	39789508	39807307
Group_4587_0	000910	ylpm1	YLP motif containing 1%2C transcript variant X1	chr1	38136163	38172782
Group_629_2	000912	snap91	synaptosome associated protein 91kDa%2C transcript variant X1	chr11	43572714	43624501
Group_2753_0	000916	pum2	pumilio RNA binding family member 2	chr1	46702788	46722465
Group_77_24	000917	cftr	cystic fibrosis transmembrane conductance regulator	chr4	51673497	51763842
Group_1490_2	000921	si:dkey-33c12.4	si:dkey-33c12.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-2527]	chr1	25102029	25126875
Group_2438_1	000922	rbpms	RNA binding protein with multiple splicing [Source:HGNC Symbol%3BAcc:HGNC:19097]	chr1	25243366	25281183
Group_3872_0	028563	gnmt	glycine N-methyltransferase [Source:ZFIN%3BAcc:ZDB-GENE-040227-1]	chr4	7426824	7430230
Group_8650_0	000926	mplkip	M-phase specific PLK1 interacting protein	chr5	16949515	16951559
Group_3256_0	000929	bcas3	breast carcinoma amplified sequence 3	chr7	9466615	9515413
Group_622_4	000935	si:ch73-103b11.2	si:ch73-103b11.2 [Source:ZFIN%3BAcc:ZDB-GENE-080917-14]	chr16	18432277	18536286
Group_8644_0	000936	unknown		chr16	18083591	18089746
Group_561_2	000937	shank1	SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol%3BAcc:HGNC:15474]	chr16	17986382	18027141
Group_58_0	000941	ube2d2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog%2C yeast) [Source:ZFIN%3BAcc:ZDB-GENE-120312-1]	chr4	13213303	13241782
Group_8256_1	000945	clhc1	clathrin heavy chain linker domain containing 1	chr11	15292726	15327150
Group_2046_0	000949	polq	polymerase (DNA directed)%2C theta [Source:ZFIN%3BAcc:ZDB-GENE-040724-232]	chr10	27746021	27769647
Group_199_10	000950	zgc:158659	zgc:158659 [Source:ZFIN%3BAcc:ZDB-GENE-070112-492]	chr1	2644917	2675101
Group_766_0-Group_766_4	000951	psip1	PC4 and SFRS1 interacting protein 1%2C transcript variant X1	chr1	2617552	2633557
Group_1123_0	000953	soul5l	heme-binding protein soul5%2C like [Source:ZFIN%3BAcc:ZDB-GENE-121214-315]	chr4	44295901	44307030
Group_7532_0	000954	ubl5	ubiquitin like 5%2C transcript variant X2	chr4	44354456	44356451
Group_961_3	000955	vav1	vav guanine nucleotide exchange factor 1	chr4	44356885	44383838
Group_1859_1	000956	si:rp71-1f1.6	si:rp71-1f1.6 [Source:ZFIN%3BAcc:ZDB-GENE-040724-256]	chr10	10275573	10279761
Group_6737_0	000958	mettl10	methyltransferase like 10	chr6	22592997	22656539
Group_54_31	000969	glra4a	glycine receptor%2C alpha 4a [Source:ZFIN%3BAcc:ZDB-GENE-010410-3]	chr2	56862949	56968684
Group_723_1	000970	atf7b	activating transcription factor 7b [Source:ZFIN%3BAcc:ZDB-GENE-030131-3028]	chr14	15112904	15116952
Group_4803_1	000973	gtf2h2	general transcription factor IIH%2C polypeptide 2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-1959]	chr9	42772134	42799526
Group_7584_0	000976	galn	galanin/GMAP prepropeptide [Source:ZFIN%3BAcc:ZDB-GENE-111117-2]	chr9	42595181	42601915
Group_818_2	000977	fig4	FIG4 phosphoinositide 5-phosphatase%2C transcript variant X1	chr1	42904663	42976379
Group_7883_0	000979	si:ch211-276i12.4	si:ch211-276i12.4 [Source:ZFIN%3BAcc:ZDB-GENE-141216-218]	chr2	57881504	57888645
Group_1979_0	000983	mcu	mitochondrial calcium uniporter	chr6	8241223	8330565
Group_1812_0	000984	sft2d1	SFT2 domain containing 1	chr6	8069166	8085106
Group_66_25	004178	crb2b	crumbs family member 2b [Source:ZFIN%3BAcc:ZDB-GENE-060610-1]	chr16	8169457	8219095
Group_3324_1	000989	si:ch211-214c7.4	si:ch211-214c7.4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6275]	chr10	46465094	46475482
Group_3780_0	000990	si:ch211-89o9.4	si:ch211-89o9.4 [Source:ZFIN%3BAcc:ZDB-GENE-090313-134]	chr10	46580968	46616181
Group_204_5	000991	zdhhc5a	zinc finger%2C DHHC-type containing 5a [Source:ZFIN%3BAcc:ZDB-GENE-090312-92]	chr10	46736364	46758336
Group_228_1	000995	gbf1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	chr15	38950360	39048825
Group_346_1	000997	e2f5	E2F transcription factor 5 [Source:ZFIN%3BAcc:ZDB-GENE-030828-3]	chr5	28580659	28594737
Group_0_164	001000	znf721	zinc finger protein 721	chr19	34631715	34647717
Group_26_36	001004	csf1ra	colony stimulating factor 1 receptor%2C a [Source:ZFIN%3BAcc:ZDB-GENE-001205-1]	chr1	47404223	47425902
Group_2117_1	001006	hnrnpm	heterogeneous nuclear ribonucleoprotein M [Source:ZFIN%3BAcc:ZDB-GENE-030131-6898]	chr17	12384191	12392404
Group_790_1	001010	trim55a	tripartite motif containing 55a [Source:ZFIN%3BAcc:ZDB-GENE-040718-50]	chr5	16494563	16501914
Group_2058_0	025178	sh3rf3	SH3 domain containing ring finger 3	chr9	12528208	12657379
Group_3431_0	001014	snx29	sorting nexin 29	chr16	12465804	12745694
Group_141_19	001018	olgc6	Oryzias latipes membrane guanylyl cyclase (olgc6)%2C mRNA. [Source:RefSeq mRNA%3BAcc:NM_001105098]	chr16	13050263	13086808
Group_3253_1	001020	atpif1b	ATPase inhibitory factor 1b [Source:ZFIN%3BAcc:ZDB-GENE-050506-113]	chr18	26158722	26159708
Group_504_1-Group_504_6	001021	ppp2r5c	protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol%3BAcc:HGNC:9311]	chr18	25900749	25930819
Group_1595_1	001024	pnpt1	polyribonucleotide nucleotidyltransferase 1	chr6	18658003	18680625
Group_36_8	001026	ddx21	DEAD-box helicase 21%2C transcript variant X1	chr11	23400101	23415160
Group_84_18	001032	obsl1	obscurin like 1 [Source:HGNC Symbol%3BAcc:HGNC:29092]	chr9	1245928	1280759
Group_648_5	001034	si:ch1073-396h14.1	si:ch1073-396h14.1 [Source:ZFIN%3BAcc:ZDB-GENE-070705-6]	chr17	10424300	10479215
Group_7927_0	001035	ccl44	chemokine (C-C motif) ligand 44 [Source:ZFIN%3BAcc:ZDB-GENE-131121-642]	chr17	10599078	10600552
Group_699_3	001037	agbl4	ATP/GTP binding protein-like 4	chr17	10682393	10800531
Group_269_2	001040	herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-8542]	chr8	27016875	27079069
Group_1400_0	001044	gdi1	GDP dissociation inhibitor 1	chr13	3849164	3860670
Group_364_2-Group_364_4	001051	inadl	InaD-like (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-030616-129]	chr17	33040458	33164021
Group_570_3	001052	pik3r3b	phosphoinositide-3-kinase%2C regulatory subunit 3b (gamma) [Source:ZFIN%3BAcc:ZDB-GENE-040426-743]	chr17	33540527	33559461
Group_633_0	001053	brinp3a.2	bone morphogenetic protein/retinoic acid inducible neural-specific 3a%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-131119-53]	chr17	29050032	29416771
Group_3806_1	001055	rrp7a	ribosomal RNA processing 7 homolog A [Source:ZFIN%3BAcc:ZDB-GENE-050417-38]	chr12	1221967	1238626
Group_1718_2	001058	pogz	pogo transposable element with ZNF domain [Source:HGNC Symbol%3BAcc:HGNC:18801]	chr3	33662235	33683455
Group_657_0	001060	sdr42e1	short chain dehydrogenase/reductase family 42E%2C member 1	chr3	33403832	33405215
Group_50_2	001063	cenpa	centromere protein A [Source:HGNC Symbol%3BAcc:HGNC:1851]	chr8	51628716	51635005
Group_942_3	001065	crebbpb	CREB binding protein b [Source:ZFIN%3BAcc:ZDB-GENE-050302-102]	chr6	46962440	47063826
Group_4419_0	001069	eci1	enoyl-CoA delta isomerase 1%2C transcript variant X1	chr11	27260614	27262703
